"case"	"alternative"	"choice"	"distance"	"cost"	"intime"	"outtime"	"income"	"urban"
1330	"train"	0	488	70.6	350	68	41	1
1330	"air"	1	488	153.5	58	95	41	1
1330	"bus"	0	488	33.72	360	65	41	1
1330	"car"	0	488	92.72	325	0	41	1
1331	"train"	0	488	70.6	350	68	41	1
1331	"air"	1	488	153.5	58	95	41	1
1331	"bus"	0	488	33.72	360	65	41	1
1331	"car"	0	488	92.72	325	0	41	1
1332	"train"	0	488	70.6	350	68	45	1
1332	"air"	1	488	153.5	58	95	45	1
1332	"bus"	0	488	33.72	360	65	45	1
1332	"car"	0	488	92.72	325	0	45	1
1333	"train"	0	488	70.6	350	68	41	1
1333	"air"	1	488	153.5	58	95	41	1
1333	"bus"	0	488	33.72	360	65	41	1
1333	"car"	0	488	92.72	325	0	41	1
1334	"train"	0	488	70.6	350	68	70	1
1334	"air"	1	488	153.5	58	95	70	1
1334	"bus"	0	488	33.72	360	65	70	1
1334	"car"	0	488	92.72	325	0	70	1
1335	"train"	0	488	70.6	350	68	70	1
1335	"air"	1	488	153.5	58	95	70	1
1335	"bus"	0	488	33.72	360	65	70	1
1335	"car"	0	488	92.72	325	0	70	1
1336	"train"	0	488	70.6	350	68	70	1
1336	"air"	1	488	153.5	58	95	70	1
1336	"bus"	0	488	33.72	360	65	70	1
1336	"car"	0	488	92.72	325	0	70	1
1337	"train"	0	488	70.6	350	68	70	1
1337	"air"	1	488	153.5	58	95	70	1
1337	"bus"	0	488	33.72	360	65	70	1
1337	"car"	0	488	92.72	325	0	70	1
1338	"train"	0	488	70.6	350	68	70	1
1338	"air"	1	488	153.5	58	95	70	1
1338	"bus"	0	488	33.72	360	65	70	1
1338	"car"	0	488	92.72	325	0	70	1
1339	"train"	0	488	70.6	350	68	35	1
1339	"air"	1	488	153.5	58	95	35	1
1339	"bus"	0	488	33.72	360	65	35	1
1339	"car"	0	488	92.72	325	0	35	1
1340	"train"	0	488	70.6	350	68	70	1
1340	"air"	1	488	153.5	58	95	70	1
1340	"bus"	0	488	33.72	360	65	70	1
1340	"car"	0	488	92.72	325	0	70	1
1341	"train"	0	488	70.6	350	68	70	1
1341	"air"	1	488	153.5	58	95	70	1
1341	"bus"	0	488	33.72	360	65	70	1
1341	"car"	0	488	92.72	325	0	70	1
1342	"train"	0	488	70.6	350	68	70	1
1342	"air"	1	488	153.5	58	95	70	1
1342	"bus"	0	488	33.72	360	65	70	1
1342	"car"	0	488	92.72	325	0	70	1
1343	"train"	0	488	70.6	350	68	70	1
1343	"air"	0	488	153.5	58	95	70	1
1343	"bus"	0	488	33.72	360	65	70	1
1343	"car"	1	488	92.72	325	0	70	1
1344	"train"	0	488	70.6	350	68	70	1
1344	"air"	0	488	153.5	58	95	70	1
1344	"bus"	0	488	33.72	360	65	70	1
1344	"car"	1	488	92.72	325	0	70	1
1345	"train"	0	498	72.3	350	69	70	1
1345	"air"	1	498	154.9	58	95	70	1
1345	"bus"	0	498	33.52	360	68	70	1
1345	"car"	0	498	94.62	338	0	70	1
1346	"train"	0	498	72.3	350	69	70	1
1346	"air"	1	498	154.9	58	95	70	1
1346	"bus"	0	498	33.52	360	68	70	1
1346	"car"	0	498	94.62	338	0	70	1
1347	"train"	0	533	74.6	350	104	70	0
1347	"air"	1	533	157.5	58	120	70	0
1347	"bus"	0	533	33.52	360	93	70	0
1347	"car"	0	533	101.27	344	0	70	0
1348	"train"	0	493	73.6	350	74	70	0
1348	"air"	1	493	159.9	58	100	70	0
1348	"bus"	0	493	32.52	360	63	70	0
1348	"car"	0	493	93.67	331	0	70	0
1378	"train"	0	312	49.6	221	75	45	0
1378	"air"	1	312	143.45	60	89	45	0
1378	"bus"	0	312	26.08	255	65	45	0
1378	"car"	0	312	59.28	200	0	45	0
1381	"train"	0	487	76.1	350	120	70	0
1381	"air"	1	487	164.9	58	151	70	0
1381	"bus"	0	487	36.52	360	100	70	0
1381	"car"	0	487	92.53	306	0	70	0
1382	"train"	0	491	72.1	350	84	70	1
1382	"air"	1	491	153.5	58	101	70	1
1382	"bus"	0	491	34.72	360	72	70	1
1382	"car"	0	491	93.29	327	0	70	1
1383	"train"	0	491	72.1	350	84	70	1
1383	"air"	1	491	153.5	58	101	70	1
1383	"bus"	0	491	34.72	360	72	70	1
1383	"car"	0	491	93.29	327	0	70	1
1384	"train"	0	491	72.1	350	84	70	1
1384	"air"	1	491	153.5	58	101	70	1
1384	"bus"	0	491	34.72	360	72	70	1
1384	"car"	0	491	93.29	327	0	70	1
1385	"train"	0	491	72.1	350	84	70	1
1385	"air"	1	491	153.5	58	101	70	1
1385	"bus"	0	491	34.72	360	72	70	1
1385	"car"	0	491	93.29	327	0	70	1
1386	"train"	0	491	72.1	350	84	70	1
1386	"air"	1	491	153.5	58	101	70	1
1386	"bus"	0	491	34.72	360	72	70	1
1386	"car"	0	491	93.29	327	0	70	1
1387	"train"	0	491	72.1	350	84	70	1
1387	"air"	1	491	153.5	58	101	70	1
1387	"bus"	0	491	34.72	360	72	70	1
1387	"car"	0	491	93.29	327	0	70	1
1388	"train"	0	491	72.1	350	84	70	1
1388	"air"	1	491	153.5	58	101	70	1
1388	"bus"	0	491	34.72	360	72	70	1
1388	"car"	0	491	93.29	327	0	70	1
1389	"train"	0	491	72.1	350	84	70	1
1389	"air"	1	491	153.5	58	101	70	1
1389	"bus"	0	491	34.72	360	72	70	1
1389	"car"	0	491	93.29	327	0	70	1
1390	"train"	0	491	72.1	350	84	70	1
1390	"air"	1	491	153.5	58	101	70	1
1390	"bus"	0	491	34.72	360	72	70	1
1390	"car"	0	491	93.29	327	0	70	1
1391	"train"	0	491	72.1	350	84	70	1
1391	"air"	1	491	153.5	58	101	70	1
1391	"bus"	0	491	34.72	360	72	70	1
1391	"car"	0	491	93.29	327	0	70	1
1392	"train"	0	501	73.8	350	85	70	1
1392	"air"	1	501	154.9	58	101	70	1
1392	"bus"	0	501	34.52	360	75	70	1
1392	"car"	0	501	95.19	340	0	70	1
1408	"train"	0	245	38.6	98	130	35	0
1408	"air"	0	245	126	40	136	35	0
1408	"bus"	0	245	25.63	245	60	35	0
1408	"car"	1	245	46.55	217	0	35	0
1409	"train"	0	245	38.6	98	130	26	0
1409	"air"	0	245	126	40	136	26	0
1409	"bus"	0	245	25.63	245	60	26	0
1409	"car"	1	245	46.55	217	0	26	0
1415	"train"	1	183	56.6	221	105	37	0
1415	"air"	0	183	142.9	60	116	37	0
1415	"bus"	0	183	19.01	119	62	37	0
1415	"car"	0	183	34.77	137	0	37	0
1416	"train"	0	183	56.6	221	105	70	0
1416	"air"	0	183	142.9	60	116	70	0
1416	"bus"	0	183	19.01	119	62	70	0
1416	"car"	1	183	34.77	137	0	70	0
1417	"train"	0	198	53.6	221	90	70	0
1417	"air"	0	198	142.9	60	106	70	0
1417	"bus"	0	198	18.61	119	70	70	0
1417	"car"	1	198	37.62	145	0	70	0
1418	"train"	0	198	53.6	221	90	15	0
1418	"air"	0	198	142.9	60	106	15	0
1418	"bus"	0	198	18.61	119	70	15	0
1418	"car"	1	198	37.62	145	0	15	0
1419	"train"	0	198	53.6	221	90	55	0
1419	"air"	0	198	142.9	60	106	55	0
1419	"bus"	0	198	18.61	119	70	55	0
1419	"car"	1	198	37.62	145	0	55	0
1420	"train"	0	198	53.6	221	90	45	0
1420	"air"	0	198	142.9	60	106	45	0
1420	"bus"	0	198	18.61	119	70	45	0
1420	"car"	1	198	37.62	145	0	45	0
1421	"train"	0	198	53.6	221	90	70	0
1421	"air"	0	198	142.9	60	106	70	0
1421	"bus"	0	198	18.61	119	70	70	0
1421	"car"	1	198	37.62	145	0	70	0
1422	"train"	0	277	55.1	221	95	45	0
1422	"air"	0	277	142.9	60	106	45	0
1422	"bus"	0	277	25.81	183	90	45	0
1422	"car"	1	277	52.63	211	0	45	0
1423	"train"	1	261	49.1	221	70	25	0
1423	"air"	0	261	140.05	60	74	25	0
1423	"bus"	0	261	23.81	183	65	25	0
1423	"car"	0	261	49.59	183	0	25	0
1424	"train"	1	261	49.1	221	70	35	0
1424	"air"	0	261	140.05	60	74	35	0
1424	"bus"	0	261	23.81	183	65	35	0
1424	"car"	0	261	49.59	183	0	35	0
1425	"train"	1	261	49.1	221	70	45	0
1425	"air"	0	261	140.05	60	74	45	0
1425	"bus"	0	261	23.81	183	65	45	0
1425	"car"	0	261	49.59	183	0	45	0
1426	"train"	0	261	49.1	221	70	70	0
1426	"air"	1	261	140.05	60	74	70	0
1426	"bus"	0	261	23.81	183	65	70	0
1426	"car"	0	261	49.59	183	0	70	0
1427	"train"	0	261	49.1	221	70	70	0
1427	"air"	1	261	140.05	60	74	70	0
1427	"bus"	0	261	23.81	183	65	70	0
1427	"car"	0	261	49.59	183	0	70	0
1428	"train"	0	261	49.1	221	70	70	0
1428	"air"	1	261	140.05	60	74	70	0
1428	"bus"	0	261	23.81	183	65	70	0
1428	"car"	0	261	49.59	183	0	70	0
1429	"train"	0	261	49.1	221	70	70	0
1429	"air"	1	261	140.05	60	74	70	0
1429	"bus"	0	261	23.81	183	65	70	0
1429	"car"	0	261	49.59	183	0	70	0
1430	"train"	0	261	49.1	221	70	45	0
1430	"air"	0	261	140.05	60	74	45	0
1430	"bus"	0	261	23.81	183	65	45	0
1430	"car"	1	261	49.59	183	0	45	0
1431	"train"	0	261	49.1	221	70	55	0
1431	"air"	0	261	140.05	60	74	55	0
1431	"bus"	0	261	23.81	183	65	55	0
1431	"car"	1	261	49.59	183	0	55	0
1432	"train"	0	261	49.1	221	70	55	0
1432	"air"	0	261	140.05	60	74	55	0
1432	"bus"	0	261	23.81	183	65	55	0
1432	"car"	1	261	49.59	183	0	55	0
1433	"train"	0	261	49.1	221	70	70	0
1433	"air"	0	261	140.05	60	74	70	0
1433	"bus"	0	261	23.81	183	65	70	0
1433	"car"	1	261	49.59	183	0	70	0
1434	"train"	0	261	49.1	221	70	70	0
1434	"air"	0	261	140.05	60	74	70	0
1434	"bus"	0	261	23.81	183	65	70	0
1434	"car"	1	261	49.59	183	0	70	0
1435	"train"	0	261	49.1	221	70	55	0
1435	"air"	0	261	140.05	60	74	55	0
1435	"bus"	0	261	23.81	183	65	55	0
1435	"car"	1	261	49.59	183	0	55	0
1436	"train"	0	261	49.1	221	70	70	0
1436	"air"	0	261	140.05	60	74	70	0
1436	"bus"	0	261	23.81	183	65	70	0
1436	"car"	1	261	49.59	183	0	70	0
1437	"train"	0	292	51.6	221	83	45	0
1437	"air"	0	292	142.9	60	96	45	0
1437	"bus"	0	292	25.81	183	80	45	0
1437	"car"	1	292	55.48	216	0	45	0
1438	"train"	0	340	75.6	350	115	70	0
1438	"air"	0	340	161.5	58	146	70	0
1438	"bus"	0	340	26.49	304	65	70	0
1438	"car"	1	340	64.6	230	0	70	0
1439	"train"	1	436	75.6	350	115	55	0
1439	"air"	0	436	161.5	58	136	55	0
1439	"bus"	0	436	29.49	304	105	55	0
1439	"car"	0	436	82.84	288	0	55	0
1440	"train"	0	436	75.6	350	115	55	0
1440	"air"	0	436	161.5	58	136	55	0
1440	"bus"	0	436	29.49	304	105	55	0
1440	"car"	1	436	82.84	288	0	55	0
1441	"train"	0	494	75.6	350	115	70	0
1441	"air"	1	494	161.5	58	136	70	0
1441	"bus"	0	494	29.49	304	105	70	0
1441	"car"	0	494	93.86	330	0	70	0
1442	"train"	0	402	74.1	350	95	70	0
1442	"air"	1	402	156.5	58	96	70	0
1442	"bus"	0	402	31.25	290	85	70	0
1442	"car"	0	402	76.38	299	0	70	0
1443	"train"	0	402	74.1	350	95	70	0
1443	"air"	1	402	156.5	58	96	70	0
1443	"bus"	0	402	31.25	290	85	70	0
1443	"car"	0	402	76.38	299	0	70	0
1444	"train"	0	402	74.1	350	95	70	0
1444	"air"	1	402	156.5	58	96	70	0
1444	"bus"	0	402	31.25	290	85	70	0
1444	"car"	0	402	76.38	299	0	70	0
1445	"train"	0	406	73.6	350	90	70	1
1445	"air"	1	406	153.5	58	91	70	1
1445	"bus"	0	406	31.25	290	73	70	1
1445	"car"	0	406	77.14	303	0	70	1
1446	"train"	0	406	73.6	350	90	35	1
1446	"air"	1	406	153.5	58	91	35	1
1446	"bus"	0	406	31.25	290	73	35	1
1446	"car"	0	406	77.14	303	0	35	1
1447	"train"	0	406	73.6	350	90	70	1
1447	"air"	1	406	153.5	58	91	70	1
1447	"bus"	0	406	31.25	290	73	70	1
1447	"car"	0	406	77.14	303	0	70	1
1448	"train"	0	406	73.6	350	90	55	1
1448	"air"	1	406	153.5	58	91	55	1
1448	"bus"	0	406	31.25	290	73	55	1
1448	"car"	0	406	77.14	303	0	55	1
1449	"train"	0	406	73.6	350	90	70	1
1449	"air"	1	406	153.5	58	91	70	1
1449	"bus"	0	406	31.25	290	73	70	1
1449	"car"	0	406	77.14	303	0	70	1
1450	"train"	0	406	73.6	350	90	70	1
1450	"air"	1	406	153.5	58	91	70	1
1450	"bus"	0	406	31.25	290	73	70	1
1450	"car"	0	406	77.14	303	0	70	1
1451	"train"	0	406	73.6	350	90	45	1
1451	"air"	0	406	153.5	58	91	45	1
1451	"bus"	0	406	31.25	290	73	45	1
1451	"car"	1	406	77.14	303	0	45	1
1452	"train"	1	440	71.6	350	79	37	1
1452	"air"	0	440	150.1	58	86	37	1
1452	"bus"	0	440	32.45	290	72	37	1
1452	"car"	0	440	83.6	309	0	37	1
1453	"train"	1	440	71.6	350	79	45	1
1453	"air"	0	440	150.1	58	86	45	1
1453	"bus"	0	440	32.45	290	72	45	1
1453	"car"	0	440	83.6	309	0	45	1
1454	"train"	1	440	71.6	350	79	70	1
1454	"air"	0	440	150.1	58	86	70	1
1454	"bus"	0	440	32.45	290	72	70	1
1454	"car"	0	440	83.6	309	0	70	1
1455	"train"	0	440	71.6	350	79	70	1
1455	"air"	1	440	150.1	58	86	70	1
1455	"bus"	0	440	32.45	290	72	70	1
1455	"car"	0	440	83.6	309	0	70	1
1456	"train"	0	440	71.6	350	79	70	1
1456	"air"	1	440	150.1	58	86	70	1
1456	"bus"	0	440	32.45	290	72	70	1
1456	"car"	0	440	83.6	309	0	70	1
1457	"train"	0	440	71.6	350	79	70	1
1457	"air"	1	440	150.1	58	86	70	1
1457	"bus"	0	440	32.45	290	72	70	1
1457	"car"	0	440	83.6	309	0	70	1
1458	"train"	0	440	71.6	350	79	70	1
1458	"air"	1	440	150.1	58	86	70	1
1458	"bus"	0	440	32.45	290	72	70	1
1458	"car"	0	440	83.6	309	0	70	1
1459	"train"	0	440	71.6	350	79	70	1
1459	"air"	1	440	150.1	58	86	70	1
1459	"bus"	0	440	32.45	290	72	70	1
1459	"car"	0	440	83.6	309	0	70	1
1460	"train"	0	440	71.6	350	79	70	1
1460	"air"	1	440	150.1	58	86	70	1
1460	"bus"	0	440	32.45	290	72	70	1
1460	"car"	0	440	83.6	309	0	70	1
1461	"train"	0	440	71.6	350	79	70	1
1461	"air"	1	440	150.1	58	86	70	1
1461	"bus"	0	440	32.45	290	72	70	1
1461	"car"	0	440	83.6	309	0	70	1
1462	"train"	0	440	71.6	350	79	70	1
1462	"air"	1	440	150.1	58	86	70	1
1462	"bus"	0	440	32.45	290	72	70	1
1462	"car"	0	440	83.6	309	0	70	1
1463	"train"	0	440	71.6	350	79	70	1
1463	"air"	1	440	150.1	58	86	70	1
1463	"bus"	0	440	32.45	290	72	70	1
1463	"car"	0	440	83.6	309	0	70	1
1464	"train"	0	440	71.6	350	79	70	1
1464	"air"	1	440	150.1	58	86	70	1
1464	"bus"	0	440	32.45	290	72	70	1
1464	"car"	0	440	83.6	309	0	70	1
1465	"train"	0	440	71.6	350	79	70	1
1465	"air"	1	440	150.1	58	86	70	1
1465	"bus"	0	440	32.45	290	72	70	1
1465	"car"	0	440	83.6	309	0	70	1
1466	"train"	0	440	71.6	350	79	70	1
1466	"air"	1	440	150.1	58	86	70	1
1466	"bus"	0	440	32.45	290	72	70	1
1466	"car"	0	440	83.6	309	0	70	1
1467	"train"	0	440	71.6	350	79	70	1
1467	"air"	1	440	150.1	58	86	70	1
1467	"bus"	0	440	32.45	290	72	70	1
1467	"car"	0	440	83.6	309	0	70	1
1468	"train"	0	440	71.6	350	79	45	1
1468	"air"	1	440	150.1	58	86	45	1
1468	"bus"	0	440	32.45	290	72	45	1
1468	"car"	0	440	83.6	309	0	45	1
1469	"train"	0	440	71.6	350	79	70	1
1469	"air"	1	440	150.1	58	86	70	1
1469	"bus"	0	440	32.45	290	72	70	1
1469	"car"	0	440	83.6	309	0	70	1
1470	"train"	0	440	71.6	350	79	70	1
1470	"air"	1	440	150.1	58	86	70	1
1470	"bus"	0	440	32.45	290	72	70	1
1470	"car"	0	440	83.6	309	0	70	1
1471	"train"	0	440	71.6	350	79	70	1
1471	"air"	1	440	150.1	58	86	70	1
1471	"bus"	0	440	32.45	290	72	70	1
1471	"car"	0	440	83.6	309	0	70	1
1472	"train"	0	440	71.6	350	79	70	1
1472	"air"	1	440	150.1	58	86	70	1
1472	"bus"	0	440	32.45	290	72	70	1
1472	"car"	0	440	83.6	309	0	70	1
1473	"train"	0	440	71.6	350	79	40	1
1473	"air"	1	440	150.1	58	86	40	1
1473	"bus"	0	440	32.45	290	72	40	1
1473	"car"	0	440	83.6	309	0	40	1
1474	"train"	0	440	71.6	350	79	70	1
1474	"air"	1	440	150.1	58	86	70	1
1474	"bus"	0	440	32.45	290	72	70	1
1474	"car"	0	440	83.6	309	0	70	1
1475	"train"	0	440	71.6	350	79	55	1
1475	"air"	1	440	150.1	58	86	55	1
1475	"bus"	0	440	32.45	290	72	55	1
1475	"car"	0	440	83.6	309	0	55	1
1476	"train"	0	440	71.6	350	79	70	1
1476	"air"	1	440	150.1	58	86	70	1
1476	"bus"	0	440	32.45	290	72	70	1
1476	"car"	0	440	83.6	309	0	70	1
1477	"train"	0	440	71.6	350	79	70	1
1477	"air"	1	440	150.1	58	86	70	1
1477	"bus"	0	440	32.45	290	72	70	1
1477	"car"	0	440	83.6	309	0	70	1
1478	"train"	0	440	71.6	350	79	70	1
1478	"air"	1	440	150.1	58	86	70	1
1478	"bus"	0	440	32.45	290	72	70	1
1478	"car"	0	440	83.6	309	0	70	1
1479	"train"	0	440	71.6	350	79	70	1
1479	"air"	1	440	150.1	58	86	70	1
1479	"bus"	0	440	32.45	290	72	70	1
1479	"car"	0	440	83.6	309	0	70	1
1480	"train"	0	440	71.6	350	79	70	1
1480	"air"	1	440	150.1	58	86	70	1
1480	"bus"	0	440	32.45	290	72	70	1
1480	"car"	0	440	83.6	309	0	70	1
1481	"train"	0	440	71.6	350	79	70	1
1481	"air"	1	440	150.1	58	86	70	1
1481	"bus"	0	440	32.45	290	72	70	1
1481	"car"	0	440	83.6	309	0	70	1
1482	"train"	0	440	71.6	350	79	70	1
1482	"air"	1	440	150.1	58	86	70	1
1482	"bus"	0	440	32.45	290	72	70	1
1482	"car"	0	440	83.6	309	0	70	1
1483	"train"	0	440	71.6	350	79	70	1
1483	"air"	1	440	150.1	58	86	70	1
1483	"bus"	0	440	32.45	290	72	70	1
1483	"car"	0	440	83.6	309	0	70	1
1484	"train"	0	440	71.6	350	79	35	1
1484	"air"	1	440	150.1	58	86	35	1
1484	"bus"	0	440	32.45	290	72	35	1
1484	"car"	0	440	83.6	309	0	35	1
1485	"train"	0	440	71.6	350	79	70	1
1485	"air"	1	440	150.1	58	86	70	1
1485	"bus"	0	440	32.45	290	72	70	1
1485	"car"	0	440	83.6	309	0	70	1
1486	"train"	0	440	71.6	350	79	70	1
1486	"air"	1	440	150.1	58	86	70	1
1486	"bus"	0	440	32.45	290	72	70	1
1486	"car"	0	440	83.6	309	0	70	1
1487	"train"	0	440	71.6	350	79	70	1
1487	"air"	1	440	150.1	58	86	70	1
1487	"bus"	0	440	32.45	290	72	70	1
1487	"car"	0	440	83.6	309	0	70	1
1488	"train"	0	440	71.6	350	79	55	1
1488	"air"	1	440	150.1	58	86	55	1
1488	"bus"	0	440	32.45	290	72	55	1
1488	"car"	0	440	83.6	309	0	55	1
1489	"train"	0	440	71.6	350	79	70	1
1489	"air"	1	440	150.1	58	86	70	1
1489	"bus"	0	440	32.45	290	72	70	1
1489	"car"	0	440	83.6	309	0	70	1
1490	"train"	0	440	71.6	350	79	70	1
1490	"air"	1	440	150.1	58	86	70	1
1490	"bus"	0	440	32.45	290	72	70	1
1490	"car"	0	440	83.6	309	0	70	1
1491	"train"	0	440	71.6	350	79	70	1
1491	"air"	1	440	150.1	58	86	70	1
1491	"bus"	0	440	32.45	290	72	70	1
1491	"car"	0	440	83.6	309	0	70	1
1492	"train"	0	440	71.6	350	79	70	1
1492	"air"	1	440	150.1	58	86	70	1
1492	"bus"	0	440	32.45	290	72	70	1
1492	"car"	0	440	83.6	309	0	70	1
1493	"train"	0	440	71.6	350	79	35	1
1493	"air"	1	440	150.1	58	86	35	1
1493	"bus"	0	440	32.45	290	72	35	1
1493	"car"	0	440	83.6	309	0	35	1
1494	"train"	0	440	71.6	350	79	70	1
1494	"air"	1	440	150.1	58	86	70	1
1494	"bus"	0	440	32.45	290	72	70	1
1494	"car"	0	440	83.6	309	0	70	1
1495	"train"	0	440	71.6	350	79	70	1
1495	"air"	1	440	150.1	58	86	70	1
1495	"bus"	0	440	32.45	290	72	70	1
1495	"car"	0	440	83.6	309	0	70	1
1496	"train"	0	440	71.6	350	79	70	1
1496	"air"	1	440	150.1	58	86	70	1
1496	"bus"	0	440	32.45	290	72	70	1
1496	"car"	0	440	83.6	309	0	70	1
1497	"train"	0	440	71.6	350	79	70	1
1497	"air"	1	440	150.1	58	86	70	1
1497	"bus"	0	440	32.45	290	72	70	1
1497	"car"	0	440	83.6	309	0	70	1
1498	"train"	0	440	71.6	350	79	70	1
1498	"air"	1	440	150.1	58	86	70	1
1498	"bus"	0	440	32.45	290	72	70	1
1498	"car"	0	440	83.6	309	0	70	1
1499	"train"	0	440	71.6	350	79	70	1
1499	"air"	1	440	150.1	58	86	70	1
1499	"bus"	0	440	32.45	290	72	70	1
1499	"car"	0	440	83.6	309	0	70	1
1500	"train"	0	440	71.6	350	79	70	1
1500	"air"	1	440	150.1	58	86	70	1
1500	"bus"	0	440	32.45	290	72	70	1
1500	"car"	0	440	83.6	309	0	70	1
1501	"train"	0	440	71.6	350	79	70	1
1501	"air"	1	440	150.1	58	86	70	1
1501	"bus"	0	440	32.45	290	72	70	1
1501	"car"	0	440	83.6	309	0	70	1
1502	"train"	0	440	71.6	350	79	70	1
1502	"air"	1	440	150.1	58	86	70	1
1502	"bus"	0	440	32.45	290	72	70	1
1502	"car"	0	440	83.6	309	0	70	1
1503	"train"	0	440	71.6	350	79	45	1
1503	"air"	1	440	150.1	58	86	45	1
1503	"bus"	0	440	32.45	290	72	45	1
1503	"car"	0	440	83.6	309	0	45	1
1504	"train"	0	440	71.6	350	79	55	1
1504	"air"	1	440	150.1	58	86	55	1
1504	"bus"	0	440	32.45	290	72	55	1
1504	"car"	0	440	83.6	309	0	55	1
1505	"train"	0	440	71.6	350	79	70	1
1505	"air"	1	440	150.1	58	86	70	1
1505	"bus"	0	440	32.45	290	72	70	1
1505	"car"	0	440	83.6	309	0	70	1
1506	"train"	0	440	71.6	350	79	55	1
1506	"air"	1	440	150.1	58	86	55	1
1506	"bus"	0	440	32.45	290	72	55	1
1506	"car"	0	440	83.6	309	0	55	1
1507	"train"	0	440	71.6	350	79	55	1
1507	"air"	1	440	150.1	58	86	55	1
1507	"bus"	0	440	32.45	290	72	55	1
1507	"car"	0	440	83.6	309	0	55	1
1508	"train"	0	440	71.6	350	79	70	1
1508	"air"	1	440	150.1	58	86	70	1
1508	"bus"	0	440	32.45	290	72	70	1
1508	"car"	0	440	83.6	309	0	70	1
1509	"train"	0	440	71.6	350	79	70	1
1509	"air"	1	440	150.1	58	86	70	1
1509	"bus"	0	440	32.45	290	72	70	1
1509	"car"	0	440	83.6	309	0	70	1
1510	"train"	0	440	71.6	350	79	70	1
1510	"air"	1	440	150.1	58	86	70	1
1510	"bus"	0	440	32.45	290	72	70	1
1510	"car"	0	440	83.6	309	0	70	1
1511	"train"	0	440	71.6	350	79	35	1
1511	"air"	1	440	150.1	58	86	35	1
1511	"bus"	0	440	32.45	290	72	35	1
1511	"car"	0	440	83.6	309	0	35	1
1512	"train"	0	440	71.6	350	79	55	1
1512	"air"	1	440	150.1	58	86	55	1
1512	"bus"	0	440	32.45	290	72	55	1
1512	"car"	0	440	83.6	309	0	55	1
1513	"train"	0	440	71.6	350	79	70	1
1513	"air"	1	440	150.1	58	86	70	1
1513	"bus"	0	440	32.45	290	72	70	1
1513	"car"	0	440	83.6	309	0	70	1
1514	"train"	0	440	71.6	350	79	30	1
1514	"air"	0	440	150.1	58	86	30	1
1514	"bus"	0	440	32.45	290	72	30	1
1514	"car"	1	440	83.6	309	0	30	1
1515	"train"	0	440	71.6	350	79	70	1
1515	"air"	0	440	150.1	58	86	70	1
1515	"bus"	0	440	32.45	290	72	70	1
1515	"car"	1	440	83.6	309	0	70	1
1516	"train"	0	440	71.6	350	79	70	1
1516	"air"	0	440	150.1	58	86	70	1
1516	"bus"	0	440	32.45	290	72	70	1
1516	"car"	1	440	83.6	309	0	70	1
1517	"train"	0	440	71.6	350	79	35	1
1517	"air"	0	440	150.1	58	86	35	1
1517	"bus"	0	440	32.45	290	72	35	1
1517	"car"	1	440	83.6	309	0	35	1
1518	"train"	0	440	71.6	350	79	55	1
1518	"air"	0	440	150.1	58	86	55	1
1518	"bus"	0	440	32.45	290	72	55	1
1518	"car"	1	440	83.6	309	0	55	1
1519	"train"	0	450	73.3	350	80	70	1
1519	"air"	1	450	151.5	58	86	70	1
1519	"bus"	0	450	32.25	290	75	70	1
1519	"car"	0	450	85.5	322	0	70	1
1520	"train"	0	450	73.3	350	80	70	1
1520	"air"	1	450	151.5	58	86	70	1
1520	"bus"	0	450	32.25	290	75	70	1
1520	"car"	0	450	85.5	322	0	70	1
1521	"train"	0	450	73.3	350	80	70	1
1521	"air"	1	450	151.5	58	86	70	1
1521	"bus"	0	450	32.25	290	75	70	1
1521	"car"	0	450	85.5	322	0	70	1
1522	"train"	0	450	73.3	350	80	35	1
1522	"air"	1	450	151.5	58	86	35	1
1522	"bus"	0	450	32.25	290	75	35	1
1522	"car"	0	450	85.5	322	0	35	1
1523	"train"	0	450	73.3	350	80	70	1
1523	"air"	1	450	151.5	58	86	70	1
1523	"bus"	0	450	32.25	290	75	70	1
1523	"car"	0	450	85.5	322	0	70	1
1524	"train"	0	450	73.3	350	80	70	1
1524	"air"	1	450	151.5	58	86	70	1
1524	"bus"	0	450	32.25	290	75	70	1
1524	"car"	0	450	85.5	322	0	70	1
1525	"train"	0	450	73.3	350	80	70	1
1525	"air"	1	450	151.5	58	86	70	1
1525	"bus"	0	450	32.25	290	75	70	1
1525	"car"	0	450	85.5	322	0	70	1
1526	"train"	0	485	75.6	350	115	70	0
1526	"air"	0	485	154.1	58	111	70	0
1526	"bus"	0	485	32.25	290	100	70	0
1526	"car"	1	485	92.15	329	0	70	0
1527	"train"	0	445	74.6	350	85	70	0
1527	"air"	1	445	156.5	58	91	70	0
1527	"bus"	0	445	31.25	290	70	70	0
1527	"car"	0	445	84.55	316	0	70	0
1528	"train"	0	445	74.6	350	85	55	0
1528	"air"	1	445	156.5	58	91	55	0
1528	"bus"	0	445	31.25	290	70	55	0
1528	"car"	0	445	84.55	316	0	55	0
1529	"train"	0	445	74.6	350	85	70	0
1529	"air"	0	445	156.5	58	91	70	0
1529	"bus"	0	445	31.25	290	70	70	0
1529	"car"	1	445	84.55	316	0	70	0
1530	"train"	0	556	82.6	370	98	35	0
1530	"air"	0	556	183.5	69	111	35	0
1530	"bus"	0	556	33.61	370	90	35	0
1530	"car"	1	556	105.64	377	0	35	0
