schlcode	enrollment	enrollment_boys	enrollment_girls	c_num4rd	c_type	flgrm4	mrkgrm4	ngrm4	flmth4	mrkmth4	nmth4	towncode	popcode	grade	classid	classize	mathsize	avgmath	passmath	verbsize	avgverb	passverb	disadvantaged	c_num5rd	flgrm5	mrkgrm5	ngrm5	flmth5	mrkmth5	nmth5
41385	139	71	68	4	4	12	77	131	24.629999	70	134	69005	11	4	2	35	36	67.580002	25	36	75.970001	16.700001	6							
41385	139	71	68	4	4	12	77	131	24.629999	70	134	69005	11	4	3	34	32	71.190002	18.799999	32	74.339996	9.3999996	6							
41385	139	71	68	4	4	12	77	131	24.629999	70	134	69005	11	4	4	36	33	69.546059	21.209698	32	77.040627	11.540625	6							
41388	128	67	61	4	4	12	70	123	30.65	62	124	85001	11	4	1	34	33	59.880001	33.299999	33	69.940002	18.200001	13							
41388	128	67	61	4	4	12	70	123	30.65	62	124	85001	11	4	2	28	25	66.800003	20	24	70.879997	8.3000002	13							
41388	128	67	61	4	4	12	70	123	30.65	62	124	85001	11	4	4	33	33	56.360001	45.5	33	68.970001	12.1	13							
41388	128	67	61	4	4	12	70	123	30.65	62	124	85001	11	4	3	33	33	66.123634	21.218182	33	70.449997	8.3909092	13							
41390	112	54	58	3	3	10	79	92	26.09	73	92	87007	11	4	1	39	37	75.760002	27	37	80.949997	5.4000001	3							
41390	112	54	58	3	3	10	79	92	26.09	73	92	87007	11	4	2	35	27	73.699997	14.8	27	82.110001	14.8	3							
41390	112	54	58	3	3	10	79	92	26.09	73	92	87007	11	4	3	38	28	68.639999	35.700001	28	74.75	10.7	3							
41391	152	79	73	4	4	15	73	142	38.619999	68	145	87007	11	4	1	38	38	67.760002	42.099998	38	73.839996	15.8	5							
41391	152	79	73	4	4	15	73	142	38.619999	68	145	87007	11	4	2	37	33	71.790001	27.299999	33	78.519997	6.0999999	5							
41391	152	79	73	4	4	15	73	142	38.619999	68	145	87007	11	4	3	38	37	66.57	51.400002	35	71.800003	22.9	5							
41391	152	79	73	4	4	15	73	142	38.619999	68	145	87007	11	4	4	39	37	67.760002	32.400002	36	69.389999	16.700001	5							
41392	71	45	26	3	2	21	55	47	58.330002	56	48	74005	11	4	1	29	24	55.880001	58.299999	24	56.290001	12.5	25							
41392	71	45	26	3	2	21	55	47	58.330002	56	48	74005	11	4	2	28	24	56.459999	58.299999	23	53.830002	30.4	25							
41394	77	41	36	2	2	5	78	73	11.27	82	71	83006	11	4	1	39	37	84.379997	10.8	37	81	0	3							
41394	77	41	36	2	2	5	78	73	11.27	82	71	83006	11	4	2	38	34	78.82	11.8	36	75.809998	11.1	3							
41397	29	16	13	1	1	8	79	26	26.92	75	26	84004	11	4	1	29	26	75.040001	26.9	26	79.459999	7.6999998	0							
41398	42	20	22	2	2	23	68	30	61.290001	58	31	35790	12	4	1	20	11	72.269997	36.400002	10	70.5	20	8							
41398	42	20	22	2	2	23	68	30	61.290001	58	31	35790	12	4	2	22	20	50.299999	75	20	66.699997	25	8							
41399	66	44	22	2	2	9	76	58	32.759998	76	58	26609	12	4	2	32	26	79.650002	23.1	26	76.419998	7.6999998	32							
41399	66	44	22	2	2	9	76	58	32.759998	76	58	26609	12	4	1	34	32	73.034378	40.608749	32	75.658752	10.05625	32							
41400	106	55	51	3	3	13	79	106	22.639999	74	106	79004	11	4	1	36	36	76.139999	25	36	75.309998	16.700001	3							
41400	106	55	51	3	3	13	79	106	22.639999	74	106	79004	11	4	2	36	35	72.059998	25.700001	35	82.860001	8.6000004	3							
41400	106	55	51	3	3	13	79	106	22.639999	74	106	79004	11	4	3	34	35	74.970001	17.1	35	77.660004	14.3	3							
41402	123	60	63	4	4	14	76	121	22.309999	72	121	69005	11	4	1	27	29	67.239998	27.6	29	75.169998	17.200001	4							
41402	123	60	63	4	4	14	76	121	22.309999	72	121	69005	11	4	2	34	33	73.910004	24.200001	33	74.639999	18.200001	4							
41402	123	60	63	4	4	14	76	121	22.309999	72	121	69005	11	4	3	33	31	74.129997	16.1	31	75.870003	9.6999998	4							
41402	123	60	63	4	4	14	76	121	22.309999	72	121	69005	11	4	4	29	28	72.209999	21.4	28	77.68	10.7	4							
41403	26	15	11	1	1	12	63	25	34.779999	60	23	72009	12	4	1	26	23	60.48	34.799999	25	62.84	12	14							
41406	117	54	63	3	3	29	58	110	51.330002	52	113	85001	12	4	1	38	38	49.759998	47.400002	38	60	23.700001	26							
41406	117	54	63	3	3	29	58	110	51.330002	52	113	85001	12	4	2	40	38	50.919998	63.200001	35	56.139999	28.6	26							
41406	117	54	63	3	3	29	58	110	51.330002	52	113	85001	12	4	3	39	37	55.409729	43.175404	37	57.705406	34.821621	26							
41407	118	71	47	3	3	5	78	110	23.209999	76	112	87007	11	4	1	40	37	75.410004	21.6	36	77.669998	2.8	1							
41407	118	71	47	3	3	5	78	110	23.209999	76	112	87007	11	4	2	40	39	77.870003	23.1	39	80.790001	2.5999999	1							
41407	118	71	47	3	3	5	78	110	23.209999	76	112	87007	11	4	3	38	36	74.639999	25	35	75.910004	8.6000004	1							
41408	76	38	38	3	3	19	64	59	35.59	61	59	84004	11	4	1	29	24	67.540001	41.700001	24	66.459999	8.3000002	15							
41408	76	38	38	3	3	19	64	59	35.59	61	59	84004	11	4	2	27	22	58.5	18.200001	22	64.550003	27.299999	15							
41408	76	38	38	3	3	19	64	59	35.59	61	59	84004	11	4	3	20	13	54.540001	53.799999	13	57.540001	23.1	15							
41409	87	45	42	3	3	5	80	80	12.35	82	81	84004	11	4	1	29	28	78.790001	10.7	28	75.18	10.7	2							
41409	87	45	42	3	3	5	80	80	12.35	82	81	84004	11	4	2	29	26	84.379997	11.5	26	83.190002	3.8	2							
41409	87	45	42	3	3	5	80	80	12.35	82	81	84004	11	4	3	29	27	83.519997	14.8	26	81.650002	0	2							
41411	38	19	19	2	1	17	67	23	47.830002	63	23	6049	12	4	1	25	23	63	47.830002	23	67	17	32							
41413	99	47	52	3	3	20	63	95	52.080002	55	96	70003	11	4	1	33	33	55.970001	57.599998	33	61.700001	24.200001	12							
41413	99	47	52	3	3	20	63	95	52.080002	55	96	70003	11	4	2	32	32	59.5	46.900002	31	64.129997	16.1	12							
41413	99	47	52	3	3	20	63	95	52.080002	55	96	70003	11	4	3	34	31	49.84	51.599998	31	64.739998	19.4	12							
41415	86	49	37	3	2	8	74	80	15	71	80	83006	11	4	1	39	40	68.949997	20	40	72.699997	7.5	4							
41415	86	49	37	3	2	8	74	80	15	71	80	83006	11	4	2	39	40	73.129997	10	40	75.550003	7.5	4							
41417	91	48	43	3	2	6	79	70	15.49	75	71	74005	12	4	1	38	35	77.970001	8.6000004	35	77.57	2.9000001	10							
41417	91	48	43	3	2	6	79	70	15.49	75	71	74005	12	4	2	41	36	72.080002	22.200001	35	80.309998	8.6000004	10							
41418	74	40	34	2	2	10	77	72	23.940001	75	71	84004	12	4	1	40	39	72.870003	28.200001	39	75	12.8	5							
41418	74	40	34	2	2	10	77	72	23.940001	75	71	84004	12	4	2	34	32	77.220001	18.799999	33	79.389999	6.0999999	5							
41419	45	17	28	2	2	11	78	35	31.43	76	35	36491	11	4	1	21	18	73.779999	33.299999	18	75.059998	11.1	6							
41419	45	17	28	2	2	11	78	35	31.43	76	35	36491	11	4	2	24	17	78.350586	29.450001	17	81.112938	10.894117	6							
41420	97	59	38	3	3	23	66	69	35.709999	67	70	74005	11	4	1	31	25	64.120003	48	25	66.400002	24	15							
41420	97	59	38	3	3	23	66	69	35.709999	67	70	74005	11	4	2	31	26	68.150002	23.1	25	61.200001	36	15							
41420	97	59	38	3	3	23	66	69	35.709999	67	70	74005	11	4	3	35	19	67.529999	36.799999	19	72.209999	5.3000002	15							
41421	21	21	0	1	1	25	58	20	71.43	55	21	70003	12	4	1	21	21	55.049999	71.400002	20	57.900002	25	66							
41423	119	65	54	3	3	11	78	110	18.35	76	109	69005	11	4	1	40	38	76.580002	13.2	38	76.610001	13.2	7							
41423	119	65	54	3	3	11	78	110	18.35	76	109	69005	11	4	2	40	33	74.18	21.200001	34	79.18	5.9000001	7							
41423	119	65	54	3	3	11	78	110	18.35	76	109	69005	11	4	3	40	38	77	21.1	38	76.970001	13.2	7							
41424	69	42	27	2	2	18	68	61	32.790001	67	61	84004	11	4	1	35	30	63.669998	40	30	64.269997	20	7							
41424	69	42	27	2	2	18	68	61	32.790001	67	61	84004	11	4	2	34	31	69.519997	25.799999	31	71.230003	16.1	7							
41425	94	48	46	3	3	17	73	90	52.27	64	88	84004	12	4	1	34	32	60.91	68.800003	33	67.699997	15.2	6							
41425	94	48	46	3	3	17	73	90	52.27	64	88	84004	12	4	3	29	27	66.410004	40.700001	28	75.32	21.4	6							
41425	94	48	46	3	3	17	73	90	52.27	64	88	84004	12	4	2	31	29	65.165863	44.802071	29	76.791031	14.8	6							
41426	98	54	44	3	3	4	82	93	9.8900003	85	91	87007	12	4	1	32	30	86.599998	6.6999998	30	81.830002	6.6999998	5							
41426	98	54	44	3	3	4	82	93	9.8900003	85	91	87007	12	4	2	36	28	85.07	7.0999999	28	83.290001	0	5							
41426	98	54	44	3	3	4	82	93	9.8900003	85	91	87007	12	4	3	30	33	83.486061	15.157272	35	81.113716	4.8857141	5							
41427	63	37	26	3	2	28	60	39	50	58	40	70003	12	4	1	25	18	54.389999	66.699997	17	57.349998	29.4	25							
41427	63	37	26	3	2	28	60	39	50	58	40	70003	12	4	2	28	22	60.549999	36.400002	22	61.27	27.299999	25							
41431	76	38	38	2	2	6	81	72	26.389999	74	72	37507	11	4	1	36	34	72.089996	29.4	34	78.5	5.9000001	1							
41431	76	38	38	2	2	6	81	72	26.389999	74	72	37507	11	4	2	40	38	76.5	23.700001	38	83.160004	5.3000002	1							
41432	75	42	33	3	2	5	78	61	19.67	74	61	69005	11	4	1	33	31	73.349998	16.1	31	76.610001	6.5	16							
41432	75	42	33	3	2	5	78	61	19.67	74	61	69005	11	4	2	33	30	74.671669	23.358999	30	79.436333	3.45	16							
41433	78	38	40	2	2	6	81	65	14.93	76	67	72009	11	4	1	40	36	77	11.1	35	81.599998	8.6000004	3							
41433	78	38	40	2	2	6	81	65	14.93	76	67	72009	11	4	2	38	31	74.970001	19.4	30	81.230003	3.3	3							
41434	102	52	50	3	3	14	72	95	39.360001	66	94	83006	11	4	2	32	31	64.650002	32.299999	31	73.769997	9.6999998	4							
41434	102	52	50	3	3	14	72	95	39.360001	66	94	83006	11	4	3	34	31	68.519997	41.900002	31	71.480003	12.9	4							
41434	102	52	50	3	3	14	72	95	39.360001	66	94	83006	11	4	1	36	32	64.866562	43.73875	33	70.82576	19.072727	4							
41435	97	47	50	3	3	11	76	92	27.959999	70	93	83006	11	4	1	35	34	73.290001	32.400002	34	76.709999	11.8	1							
41435	97	47	50	3	3	11	76	92	27.959999	70	93	83006	11	4	3	26	25	59.32	32	24	75.209999	12.5	1							
41435	97	47	50	3	3	11	76	92	27.959999	70	93	83006	11	4	2	36	34	74.562943	20.549412	34	75.847649	9.1411762	1							
41436	160	73	87	5	4	4	76	136	16.780001	73	143	83006	11	4	1	37	35	68.889999	31.4	33	76.209999	6.0999999	3							
41436	160	73	87	5	4	4	76	136	16.780001	73	143	83006	11	4	2	38	36	74.889999	16.700001	36	77.330002	0	3							
41436	160	73	87	5	4	4	76	136	16.780001	73	143	83006	11	4	4	37	36	77.330002	8.3000002	34	74.739998	2.9000001	3							
41436	160	73	87	5	4	4	76	136	16.780001	73	143	83006	11	4	3	38	36	70.775833	11.126111	33	75.637276	7.3969698	3							
41437	66	36	30	2	2	11	73	62	20.629999	74	63	97006	11	4	1	30	27	72.330002	25.9	27	70.699997	11.1	3							
41437	66	36	30	2	2	11	73	62	20.629999	74	63	97006	11	4	2	36	35	75.489998	14.3	35	74.970001	11.4	3							
41440	74	49	25	2	2	14	75	69	26.76	74	71	37606	11	4	1	37	34	77.739998	26.5	34	78.440002	17.6	2							
41440	74	49	25	2	2	14	75	69	26.76	74	71	37606	11	4	2	37	37	70.32	27	35	71.489998	11.4	2							
41441	91	45	46	3	3	16	73	87	29.889999	71	87	35709	11	4	2	32	29	76.550003	13.8	29	71.169998	20.700001	1							
41441	91	45	46	3	3	16	73	87	29.889999	71	87	35709	11	4	3	32	27	67.480003	40.700001	27	70.93	18.5	1							
41441	91	45	46	3	3	16	73	87	29.889999	71	87	35709	11	4	1	32	31	68.873871	35.526775	31	76.514839	9.425806	1							
41442	78	37	41	2	2	19	73	63	19.700001	61	66	74005	11	4	1	39	33	62.639999	15.2	30	75.129997	13.3	13							
41442	78	37	41	2	2	19	73	63	19.700001	61	66	74005	11	4	2	39	33	59.209999	24.200001	33	70.760002	24.200001	13							
41443	114	50	64	3	3	18	73	102	30.690001	69	101	79004	11	4	1	37	33	67.150002	30.299999	33	72.940002	24.200001	5							
41443	114	50	64	3	3	18	73	102	30.690001	69	101	79004	11	4	2	38	35	68.889999	31.4	35	74.400002	11.4	5							
41443	114	50	64	3	3	18	73	102	30.690001	69	101	79004	11	4	3	39	33	70.580002	30.299999	34	72.709999	17.6	5							
41444	87	45	42	3	3	8	80	78	8.9700003	81	78	83006	11	4	1	28	26	80.459999	11.5	26	78.040001	7.6999998	1							
41444	87	45	42	3	3	8	80	78	8.9700003	81	78	83006	11	4	2	31	27	84.260002	3.7	27	80.589996	3.7	1							
41444	87	45	42	3	3	8	80	78	8.9700003	81	78	83006	11	4	3	28	25	77.480003	12	25	81.68	12	1							
41445	189	108	81	6	6	11	78	179	20.67	75	179	79004	12	4	1	35	32	75.160004	12.5	32	76.129997	6.3000002	13							
41445	189	108	81	6	6	11	78	179	20.67	75	179	79004	12	4	3	36	35	80.629997	11.4	35	79.889999	11.4	13							
41445	189	108	81	6	6	11	78	179	20.67	75	179	79004	12	4	4	25	24	79.419998	20.799999	24	84.709999	0	13							
41445	189	108	81	6	6	11	78	179	20.67	75	179	79004	12	4	5	25	22	63.27	50	22	71.949997	22.700001	13							
41445	189	108	81	6	6	11	78	179	20.67	75	179	79004	12	4	6	31	30	67.470001	26.700001	30	75.129997	13.3	13							
41445	189	108	81	6	6	11	78	179	20.67	75	179	79004	12	4	2	37	36	79.880836	13.909166	36	79.440277	13.055555	13							
41447	32	17	15	1	1	10	84	31	29.030001	79	31	12245	12	4	1	32	31	78.610001	29	30	84.07	10	0							
41448	74	39	35	2	2	11	69	61	24.620001	70	65	74005	11	4	1	37	37	68.919998	27	34	68.709999	5.9000001	8							
41448	74	39	35	2	2	11	69	61	24.620001	70	65	74005	11	4	2	37	28	71.427139	21.475	27	69.365189	17.422222	8							
41449	34	13	21	1	1	9	76	33	17.65	81	34	69005	12	4	1	34	34	81.029999	17.6	33	75.760002	9.1000004	13							
41450	94	59	35	4	3	4	85	77	12.99	81	77	12245	11	4	1	26	25	78.839996	12	25	84.639999	0	1							
41450	94	59	35	4	3	4	85	77	12.99	81	77	12245	11	4	2	30	28	81.57	10.7	27	87.809998	3.7	1							
41450	94	59	35	4	3	4	85	77	12.99	81	77	12245	11	4	3	28	24	82.584999	16.692917	25	82.325203	8.3240004	1							
41451	91	52	39	4	3	10	70	81	16.049999	74	81	94003	11	4	1	28	27	77.629997	11.1	27	75.849998	0	8							
41451	91	52	39	4	3	10	70	81	16.049999	74	81	94003	11	4	2	28	27	72.93	14.8	27	68.849998	11.1	8							
41451	91	52	39	4	3	10	70	81	16.049999	74	81	94003	11	4	3	27	27	70.410004	22.200001	27	65.220001	18.5	8							
41454	16	11	5	1	1	25	67	16	50	62	16	36400	11	4	1	16	16	61.75	50	16	67.059998	25	1							
41455	20	11	9	1	1	20	77	20	15	76	20	35709	12	4	1	20	20	76.400002	15	20	76.900002	20	11							
41456	62	33	29	2	2	0	86	58	3.45	86	58	2295	11	4	1	31	29	88.720001	3.4000001	29	87.029999	0	6							
41456	62	33	29	2	2	0	86	58	3.45	86	58	2295	11	4	2	31	29	83.279999	3.5	29	84.970001	0	6							
41457	85	31	54	3	3	11	76	81	20.48	75	83	97006	11	4	1	32	32	72.129997	31.299999	32	76.029999	18.799999	7							
41457	85	31	54	3	3	11	76	81	20.48	75	83	97006	11	4	2	27	26	77.620003	11.5	25	76.440002	4	7							
41457	85	31	54	3	3	11	76	81	20.48	75	83	97006	11	4	3	26	25	76.120003	16	24	75.790001	8.3000002	7							
41458	88	49	39	2	2	16	71	68	32.349998	66	68	35709	11	4	2	44	37	67.139999	24.299999	37	72.510002	13.5	6							
41458	88	49	39	2	2	16	71	68	32.349998	66	68	35709	11	4	1	44	31	64.639359	41.958065	31	69.197739	18.983871	6							
41462	16	9	7	1	1	6	81	16	43.75	71	16	36475	12	4	1	16	16	70.559998	43.799999	16	81.059998	6.3000002	4							
41463	42	24	18	2	2	5	85	41	7.3200002	81	41	12732	11	4	1	21	21	82.900002	4.8000002	21	83.949997	9.5	1							
41463	42	24	18	2	2	5	85	41	7.3200002	81	41	12732	11	4	2	21	20	79.004997	9.9659996	20	86.102501	.27500001	1							
41468	42	24	18	2	2	5	82	39	10	77	40	83006	12	4	1	21	19	79.949997	10.5	18	85.5	5.5999999	4							
41468	42	24	18	2	2	5	82	39	10	77	40	83006	12	4	2	21	21	74.050003	9.5	21	79.290001	4.8000002	4							
51002	167	77	90	6	5									4	1	30	29	53.59	37.900002	29	62.169998	34.5	17							
51002	167	77	90	6	5									4	2	32	30	71.699997	20	30	67.370003	16.700001	17							
51002	167	77	90	6	5									4	3	32	31	55.48	45.200001	31	64.029999	12.9	17							
51002	167	77	90	6	5									4	5	33	29	57.689999	34.5	28	62.540001	32.099998	17							
51004	65	31	34	2	2	26	59	57	71.93	59	57	24000	11	4	2	32	27	66.410004	66.699997	27	61.110001	18.5	33							
51004	65	31	34	2	2	26	59	57	71.93	59	57	24000	11	4	1	33	30	52.331001	76.637001	30	57.101002	32.75	33							
51005	91	48	43	3	3	32	59	85	60	53	85	24000	12	4	1	33	31	56.810001	58.099998	31	58	35.5	31							
51005	91	48	43	3	3	32	59	85	60	53	85	24000	12	4	2	29	29	49.790001	51.700001	29	58	31	31							
51005	91	48	43	3	3	32	59	85	60	53	85	24000	12	4	3	29	25	52.720001	72	25	62	28	31							
51006	42	19	23	2	2	36	54	36	61.540001	48	39	24000	12	4	1	20	20	45.950001	60	19	56.049999	47.400002	25							
51006	42	19	23	2	2	36	54	36	61.540001	48	39	24000	12	4	2	22	19	49.049999	63.200001	17	51.119999	23.5	25							
51007	87	50	37	3	2	7	79	70	28.17	67	71	5652	11	4	2	37	37	65.220001	35.099998	36	77.690002	8.3000002	7							
51007	87	50	37	3	2	7	79	70	28.17	67	71	5652	11	4	1	39	34	68.937057	20.628529	34	80.387062	5.6235294	7							
51008	12	6	6	1	1	11	74	9	0	82	9	5652	12	4	1	12	9	82.110001	0	9	74.220001	11.1	31							
51009	24	12	12	1	1	23	68	22	40.91	55	22	61002	11	4	1	24	22	55.41	40.900002	22	67.5	22.700001	11							
51010	44	25	19	2	1	26	64	35	45.709999	60	35	61002	11	4	1	38	35	59.540001	45.700001	35	64.400002	25.700001	27							
51011	94	53	41	4	3	11	70	76	23.379999	70	77	61002	11	4	1	28	23	70.389999	30.4	23	69.519997	17.4	18							
51011	94	53	41	4	3	11	70	76	23.379999	70	77	61002	11	4	2	29	28	72.32	28.6	27	71.629997	3.7	18							
51011	94	53	41	4	3	11	70	76	23.379999	70	77	61002	11	4	3	27	26	68.540001	11.5	26	68.809998	11.5	18							
51012	24	12	12	1	1	18	72	17	23.530001	67	17	61002	11	4	1	24	17	66.589996	23.5	17	71.760002	17.6	7							
51014	53	53	0	3	2									4	1	19	18	59	61.099998	18	72.779999	11.1	19							
51014	53	53	0	3	2									4	2	21	20	60.150002	60	21	77.519997	9.5	19							
51015	36	18	18	1	1	28	58	25	64	62	25	61002	12	4	1	36	25	62	64	25	58	28	34							
51016	76	0	76	2	2	3	77	75	46.669998	68	75	61002	12	4	1	39	38	70.18	39.5	38	79.32	2.5999999	10							
51016	76	0	76	2	2	3	77	75	46.669998	68	75	61002	12	4	2	37	37	66.589996	54.099998	37	74.650002	2.7	10							
51018	15	10	5	1	1	29	60	14	78.57	56	14	61002	12	4	1	15	14	56	78.57	14	60	29	52							
51019	60	36	24	2	2	3	82	58	13.79	76	58	61002	12	4	1	24	36	78.580002	13.9	36	82.860001	5.5999999	2							
51019	60	36	24	2	2	3	82	58	13.79	76	58	61002	12	4	2	36	22	72.050003	13.6	22	81	0	2							
51020	24	15	9	1	1	27	70	15	55	53	20	61002	12	4	1	24	20	52.900002	55	15	70.07	26.700001	34							
51021	143	72	71	4	4	9	78	134	28.15	74	135	62000	11	4	1	36	33	74.790001	33.299999	33	77.82	6.0999999	9							
51021	143	72	71	4	4	9	78	134	28.15	74	135	62000	11	4	2	36	33	69.910004	30.299999	32	78.440002	3.0999999	9							
51021	143	72	71	4	4	9	78	134	28.15	74	135	62000	11	4	3	36	35	78.309998	17.1	35	81.309998	5.6999998	9							
51021	143	72	71	4	4	9	78	134	28.15	74	135	62000	11	4	4	35	34	72.470001	32.400002	34	74.32	20.6	9							
51022	62	34	28	2	2	14	66	44	81.629997	59	49	62000	11	4	1	30	25	54.400002	96	25	59	24	34							
51022	62	34	28	2	2	14	66	44	81.629997	59	49	62000	11	4	2	32	27	59.889999	70.400002	27	63.959999	18.5	34							
51023	116	64	52	3	3	14	69	111	25	68	112	62000	11	4	2	39	38	63.759998	36.799999	38	64.68	15.8	10							
51023	116	64	52	3	3	14	69	111	25	68	112	62000	11	4	3	37	37	65.080002	35.099998	37	66.080002	18.9	10							
51023	116	64	52	3	3	14	69	111	25	68	112	62000	11	4	1	40	37	75.274597	2.7810812	36	76.561111	7.063889	10							
51025	122	61	61	4	4	31	64	102	47.169998	63	106	62000	11	4	1	31	28	74.040001	25	28	73.5	17.9	17							
51025	122	61	61	4	4	31	64	102	47.169998	63	106	62000	11	4	3	29	24	65.959999	50	24	70.540001	20.799999	17							
51025	122	61	61	4	4	31	64	102	47.169998	63	106	62000	11	4	4	32	32	64.25	43.799999	30	59.099998	40	17							
51025	122	61	61	4	4	31	64	102	47.169998	63	106	62000	11	4	2	30	22	43.901817	77.200912	20	50.202	48.080002	17							
51026	39	22	17	2	2	42	59	31	54.84	57	31	62000	11	4	1	21	18	58.610001	55.599998	18	59.279999	38.900002	18							
51026	39	22	17	2	2	42	59	31	54.84	57	31	62000	11	4	2	18	13	54.770771	53.787693	13	58.612309	46.292309	18							
51027	69	38	31	4	2	20	63	49	50	61	50	62000	12	4	1	24	24	67.25	41.700001	24	61.830002	16.700001	42							
51027	69	38	31	4	2	20	63	49	50	61	50	62000	12	4	2	26	26	55.310001	57.700001	25	65.080002	24	42							
51028	74	36	38	2	2	12	70	67	38.240002	66	68	62000	12	4	2	38	36	68.580002	36.099998	35	73.910004	14.3	18							
51028	74	36	38	2	2	12	70	67	38.240002	66	68	62000	12	4	1	36	32	63.0975	40.647499	32	65.723434	9.484375	18							
51031	77	32	45	3	2	4	82	69	10.14	75	69	63008	11	4	1	36	36	76.220001	8.3000002	36	82.440002	8.3000002	2							
51031	77	32	45	3	2	4	82	69	10.14	75	69	63008	11	4	2	34	33	73.82	12.1	33	81.449997	0	2							
51032	63	35	28	2	2	5	84	59	8.4700003	79	59	63008	11	4	1	30	29	80.93	6.9000001	29	85.029999	6.9000001	2							
51032	63	35	28	2	2	5	84	59	8.4700003	79	59	63008	11	4	2	33	30	77.129997	10	30	82.870003	3.3	2							
51033	67	36	31	2	2	11	79	61	9.8400002	77	61	63008	11	4	1	33	31	79	3.2	31	79.349998	6.5	3							
51033	67	36	31	2	2	11	79	61	9.8400002	77	61	63008	11	4	2	34	30	75.900002	16.700001	30	78.699997	16.700001	3							
51034	74	36	38	2	2	6	80	70	40	74	70	63008	11	4	1	37	35	71.139999	40	35	77.459999	5.6999998	3							
51034	74	36	38	2	2	6	80	70	40	74	70	63008	11	4	2	37	35	77.139999	40	35	82.230003	5.6999998	3							
51035	58	33	25	2	2	9	76	57	41.380001	73	58	63008	11	4	1	31	29	70.410004	41.400002	29	75.550003	13.8	2							
51035	58	33	25	2	2	9	76	57	41.380001	73	58	63008	11	4	2	30	29	75.589996	41.360001	28	76.466072	4.0285716	2							
51036	50	28	22	2	2	9	84	43	16.280001	79	43	63008	12	4	1	24	20	76.949997	15	20	82.150002	5	4							
51036	50	28	22	2	2	9	84	43	16.280001	79	43	63008	12	4	2	26	23	80.57	17.4	23	86.260002	13	4							
51038	69	40	29	2	2	7	78	67	10.29	77	68	64006	11	4	2	35	34	83.470001	5.9000001	34	78.970001	8.8000002	3							
51038	69	40	29	2	2	7	78	67	10.29	77	68	64006	11	4	1	34	34	70.529999	14.68	33	77.000603	5.1454544	3							
51039	111	50	61	3	3	12	74	103	19.42	70	103	64006	11	4	1	38	38	66.709999	18.4	38	76.32	7.9000001	6							
51039	111	50	61	3	3	12	74	103	19.42	70	103	64006	11	4	2	37	35	70.860001	17.1	35	72.230003	11.4	6							
51039	111	50	61	3	3	12	74	103	19.42	70	103	64006	11	4	3	36	30	74.900002	23.299999	30	71.870003	16.700001	6							
51040	69	41	28	2	2	12	75	65	23.08	73	65	64006	11	4	1	34	33	75.18	21.200001	33	73.18	12.1	11							
51040	69	41	28	2	2	12	75	65	23.08	73	65	64006	11	4	2	35	32	71.690002	25	32	76.690002	12.5	11							
51041	122	60	62	4	3	11	74	108	15.74	72	108	64006	11	4	2	36	35	66.339996	20	35	73.910004	14.3	7							
51041	122	60	62	4	3	11	74	108	15.74	72	108	64006	11	4	3	37	37	79.43	8.1000004	37	75.589996	8.1000004	7							
51041	122	60	62	4	3	11	74	108	15.74	72	108	64006	11	4	1	38	36	69.866386	19.450556	36	72.453331	10.772223	7							
51042	117	42	75	3	3	6	77	100	26	72	100	64006	11	4	2	37	34	71.940002	29.4	35	77.400002	8.6000004	15							
51042	117	42	75	3	3	6	77	100	26	72	100	64006	11	4	3	38	35	67.169998	25.700001	34	78.650002	0	15							
51042	117	42	75	3	3	6	77	100	26	72	100	64006	11	4	1	36	31	77.519035	22.609678	31	74.738708	9.6451616	15							
51043	94	45	49	3	3	9	82	90	14.44	76	90	64006	11	4	2	29	29	76.830002	20.700001	29	80.339996	10.3	6							
51043	94	45	49	3	3	9	82	90	14.44	76	90	64006	11	4	3	33	33	83.419998	3	33	86.790001	9.1000004	6							
51043	94	45	49	3	3	9	82	90	14.44	76	90	64006	11	4	1	32	28	66.395355	21.439285	28	78.073929	7.5357141	6							
51044	70	34	36	2	2	13	64	53	22.639999	68	53	64006	11	4	1	32	27	68	29.6	27	62.810001	11.1	18							
51044	70	34	36	2	2	13	64	53	22.639999	68	53	64006	11	4	2	38	26	68	15.412308	26	65.235771	14.973077	18							
51045	53	28	25	2	2	8	77	51	35.290001	73	51	64006	12	4	1	27	26	76.459999	19.200001	26	80.379997	7.6999998	10							
51045	53	28	25	2	2	8	77	51	35.290001	73	51	64006	12	4	2	26	25	68.559998	52	25	73.599998	8	10							
51046	35	18	17	1	1	9	74	34	45.450001	64	33	64006	12	4	1	35	33	64	45.450001	34	74	9	30							
51048	136	67	69	4	4	17	71	124	34.130001	70	126	66001	11	4	1	34	33	71.449997	36.400002	32	70.529999	18.799999	6							
51048	136	67	69	4	4	17	71	124	34.130001	70	126	66001	11	4	2	34	29	71.760002	27.6	28	74.290001	21.4	6							
51048	136	67	69	4	4	17	71	124	34.130001	70	126	66001	11	4	3	33	32	76.339996	15.6	32	72.660004	6.3000002	6							
51048	136	67	69	4	4	17	71	124	34.130001	70	126	66001	11	4	4	35	32	60.84	56.299999	32	66.440002	21.9	6							
51049	36	23	13	1	1	17	65	29	51.720001	60	29	66001	11	4	1	36	31	58.68	54.799999	31	63.32	22.6	20							
