state	povrate60	mort_age59_related_postHS	mort_age59_injury_postHS	mort_age59_all_postHS	mort_age25plus_related_postHS	mort_age25plus_injuries_postHS	mort_age59_related_preHS	census1960_pop	census1960_pctsch1417	census1960_pctsch534	census1960_pctsch25plus	census1960_pop1417	census1960_pop534	census1960_pop25plus	census1960_pcturban	census1960_pctblack
33	22.936651	2.352277	11.761385	23.52277	161.9032	74.171043	10.212419	51926	93.199997	.64256704	41.200001	3508	22407	29842	30.700001	.30000001
13	22.936869	0	8.8995686	22.24892	66.214203	97.482018	9.0285301	16675	87.599998	.39957583	61	834	9430	7306	35.799999	2
13	22.94186	0	19.329275	28.993912	144.43909	90.012772	0	8604	96.900002	.68728775	51.599998	850	4122	4025	43	0
44	22.977474	0	21.335609	49.783089	111.18987	105.63038	0	12614	83.099998	.47379813	40	974	6469	5994	46.799999	2.9000001
17	23.003984	0	26.04845	52.096901	126.95726	98.744537	0	7282	96.800003	.58304971	46.799999	534	2938	4606	0	.2
28	23.008625	0	29.570488	29.570488	117.3709	76.500671	0	12291	93.699997	.58604562	41.799999	728	5346	6891	40.709999	.1
28	23.00885	0	0	0	109.46052	31.274433	0	1138	0	.60000002	40.799999	81	470	621	0	0
10	23.018929	1.9506269	17.555641	32.046013	107.48895	91.804008	5.4034581	264412	87.400002	.47392666	48.799999	15050	124610	145314	77.800003	14.8
28	23.078661	0	35.33569	35.33569	184.8429	94.47525	0	4424	97.699997	.61758363	47.5	344	1854	2309	0	0
24	23.108217	0	8.2336149	13.722692	129.87349	72.151939	0	41250	89	.60984427	38.799999	2597	18813	21983	60.799999	0
33	23.132215	0	51.626225	77.439339	174.30908	112.45747	0	4591	86.099998	.59539282	38.900002	293	1693	2568	0	.1
51	23.13265	8.698678	43.493389	52.192066	142.33122	128.64552	0	12050	95.699997	.6220572	46.5	1032	5522	6182	0	0
16	23.139072	0	12.67802	25.356041	162.05611	74.795128	0	26382	89.5	.57535386	36.700001	1672	10809	15385	50.299999	.30000001
13	23.139301	0	30.659172	40.878895	118.67523	111.1294	0	16022	95.900002	.6097526	39.799999	1162	6952	8620	27.9	0
28	23.149864	0	15.855399	47.566196	249.27376	94.213707	0	9311	92.900002	.59593678	46.700001	621	3987	4988	0	0
17	23.165829	0	0	0	179.65416	89.82708	0	1990	0	.62231761	48	144	932	1135	0	1.5
21	23.166178	2.1361327	25.17585	44.553623	154.05624	110.32549	7.214767	938179	80.800003	.51218611	28.200001	54709	413381	542244	100	34.700001
14	23.185949	3.2081101	6.4162202	22.45677	168.38129	72.280746	0	37464	88.400002	.53918493	36.599998	2345	15631	21721	40.900002	.30000001
27	23.192095	0	0	0	167.91045	111.9403	0	6687	94.900002	.59972769	40.599998	431	2938	3515	0	.1
39	23.196062	2.9816923	14.908462	20.871847	113.3017	77.89492	4.8576703	33238	90.599998	.53065121	39.200001	2412	14665	18321	15.8	.2
14	23.196474	0	0	0	126.81711	71.269112	12.300123	13390	84.199997	.52436513	36.299999	856	5828	7928	28.9	0
34	23.223886	3.9085095	17.197443	35.176586	94.330139	84.629341	3.8137372	246756	86.199997	.4938651	40.200001	15282	123637	130031	76.099998	20.799999
33	23.227503	2.6202018	10.480807	15.72121	157.55522	79.273064	31.036623	43877	91.300003	.59877163	40.700001	3143	18887	24807	20.700001	.40000001
44	23.241379	0	21.811836	21.811836	258.56085	98.955383	9.5675468	17413	87.400002	.51155072	33.700001	1040	7229	10411	71.699997	1.5
39	23.243385	1.5980184	15.181175	29.163837	120.35204	53.761105	6.3338513	349786	84.400002	.52578872	35.299999	21584	139208	217825	81.099998	.30000001
27	23.245823	0	31.862354	31.862354	146.78316	104.33983	0	8397	98.199997	.65468055	40.599998	641	3365	4953	0	0
28	23.248138	2.9090064	20.363045	34.908077	125.51808	88.031136	4.2647562	34406	93.900002	.57297432	44.599998	2320	16081	18059	53.099998	.2
3	23.267536	2.3063796	29.982933	48.433968	166.86526	114.49797	12.241401	29280	93.699997	.58883077	42.799999	2052	11854	17173	44.5	.5
37	23.273739	0	20.260139	40.520279	116.80782	94.046555	3.2814858	53628	87.099998	.48020956	46.099998	3098	24052	29945	73.400002	3.0999999
23	23.301661	2.8280542	33.936653	42.420815	150.67847	89.50383	0	34107	93.800003	.56382769	39.299999	2282	15299	18500	60.200001	.1
39	23.304453	0	18.728823	34.052406	125.90584	72.647926	11.2328	54954	88.900002	.54084212	41.099998	3995	24913	29709	30.5	.1
36	23.311132	1.4887599	16.376358	40.196518	148.58868	71.670059	4.1521344	83671	90	.53203434	33.700001	5221	34744	50079	49.799999	2.5
39	23.315836	0	0	0	136.81841	82.661118	0	4572	87.900002	.56837159	36.599998	331	1916	2576	0	0
15	23.317144	0	41.138157	68.563591	179.05327	87.444618	0	17852	87	.52589977	33.700001	1209	7085	10801	33	.1
35	23.322306	25.89332	51.78664	129.4666	141.92558	115.0748	0	4232	93	.53517455	38.299999	287	1919	2167	0	0
24	23.343128	11.941725	32.839741	68.664917	130.00868	93.300346	4.6541934	32443	92.400002	.61209452	38.599998	2288	13841	17869	48.299999	0
23	23.364592	0	22.801376	34.202065	142.68086	87.992371	4.3256335	35730	90	.57182473	40	2505	16227	19450	20.799999	.2
46	23.365232	2.0941532	14.659072	50.259674	116.34402	80.817062	14.521165	46937	85.599998	.567577	44.299999	3142	20103	26780	39.200001	.1
17	23.367199	0	0	30.750307	146.19374	107.90491	25.799793	5537	97	.60425872	42.299999	369	2489	2955	51.299999	.1
33	23.388117	5.3847399	5.3847399	26.923698	166.03729	93.304146	0	18702	86.900002	.587897	38.900002	1245	7998	10661	31	.69999999
23	23.388901	0	10.136847	15.205271	136.25565	83.267342	0	24226	95.099998	.55453038	41.099998	1466	9646	14361	73.400002	0
34	23.394976	1.2520816	17.529142	33.806202	92.598801	84.526863	1.8018018	86091	84.800003	.49167135	35.299999	5910	42744	45772	51.200001	17.200001
6	23.408752	0	29.530466	29.530466	161.9978	139.56734	0	8450	75.900002	.49945265	41.400002	605	3654	4683	55	.30000001
37	23.433504	0	0	27.886225	161.19577	131.88745	27.412281	6269	88.5	.49704143	40.900002	393	2704	3392	0	0
28	23.454567	8.0314837	20.078709	48.1889	152.28745	77.975365	6.7421789	25860	94.599998	.56689274	40.299999	1422	10173	15124	52.099998	.2
15	23.455584	0	11.0595	14.746	133.03897	69.960144	0	24660	88.199997	.50380802	34.200001	1623	11292	13501	72.400002	2
33	23.459349	1.4658887	20.522442	32.249554	104.79492	58.587879	6.6943364	73406	85.099998	.47805718	37.400002	4199	37142	36445	34.400002	3.5999999
23	23.465248	0	27.01729	31.520172	170.75452	89.629768	8.4090147	18416	86.300003	.56964046	36.099998	1288	8149	10084	54.799999	.1
21	23.466751	0	9.2602119	21.607161	101.9451	64.21505	2.3613865	71832	82.800003	.50760233	33.599998	4722	34200	39177	35.200001	7.0999999
15	23.483351	3.2515037	3.2515037	19.509024	98.6875	90.672279	10.091836	27751	83.599998	.4917084	28.1	1642	12784	14159	39.599998	0
35	23.490551	9.0801783	9.0801783	45.40089	126.58228	97.922142	0	13338	96	.56066388	40.400002	1044	6025	7144	46.900002	.1
17	23.50474	0	5.6908717	28.454359	153.37532	78.817871	9.1625433	20006	92.599998	.56113535	36.299999	1318	7786	12261	47.299999	3.5999999
50	23.514524	2.0465801	20.465801	34.791862	120.14648	69.845154	3.1971354	45583	87.900002	.55423188	35.900002	3380	20901	23847	33.900002	0
39	23.521318	7.852499	26.698496	42.403492	104.34073	75.195274	8.0476418	80218	88.599998	.52300358	32.200001	5295	35451	45098	23.200001	1.1
15	23.537489	0	24.957573	39.932114	181.9614	89.759483	0	24091	92.099998	.52578568	38.599998	1477	9928	14727	36.599998	.80000001
44	23.538961	0	0	0	69.412308	150.39334	0	1232	0	.62721896	32.700001	88	507	699	0	.80000001
49	23.549925	2.7841816	17.818762	30.625996	117.19164	89.559494	7.1192112	253478	84.300003	.51061034	39.799999	17105	122663	135308	66.800003	5.6999998
10	23.559601	2.1684213	18.431581	33.610531	135.42493	76.061478	8.0593166	76878	87.599998	.52756518	47.599998	3932	26918	51109	68.400002	9.6000004
13	23.56538	0	23.713541	23.713541	112.68444	127.56729	0	6458	95.099998	.56053066	39.099998	492	3015	3350	0	0
15	23.569994	0	22.008657	29.344875	110.2216	103.26024	26.00104	11484	92.099998	.52832752	39.599998	832	5154	6307	0	.1
48	23.582954	1.9992137	22.657755	37.318653	140.88562	94.565742	4.0158224	145305	89.900002	.57952172	40.200001	10844	67535	76823	51.200001	1.1
28	23.65074	0	12.147717	12.147717	134.3815	72.230064	0	8804	96.900002	.68066329	42.799999	558	3739	5040	29.6	0
36	23.657465	3.1230481	9.3691444	37.476578	147.8222	97.683685	5.1599588	32774	89.099998	.51297235	39.5	2081	14184	18596	40.700001	1.1
17	23.659843	0	30.321407	30.321407	211.04031	74.48481	0	4138	91	.58168185	44.5	273	1867	2167	0	.2
28	23.666222	0	21.968365	43.936729	94.526619	70.465302	22.691174	24121	94.300003	.6009025	44	1488	11080	12798	52	0
17	23.690863	0	0	79.5756	111.92638	87.053848	0	5538	97.5	.5739693	49.099998	349	2474	3060	0	.1
44	23.713039	1.2611613	16.395096	31.529032	76.440125	103.29746	6.6260271	61148	88.900002	.48644602	38.799999	4165	32057	29498	66.400002	9.8999996
27	23.718506	0	36.852772	64.492355	202.46251	117.71076	0	14339	90.099998	.5764516	48.799999	915	6200	7740	52.799999	.1
28	23.725691	0	180.61409	210.71643	186.94949	107.85548	0	4889	96.599998	.62271607	44.299999	310	2025	2829	0	0
24	23.747995	0	10.834236	24.377031	119.07475	72.80571	3.7169194	44332	93.800003	.6296947	45.700001	2662	21061	22982	53.599998	0
27	23.777065	0	0	0	150.88129	137.16481	0	2571	0	.52612615	39.799999	168	1110	1475	0	.2
32	23.808025	4.5811667	4.5811667	20.615252	153.39348	107.02682	12.687779	51106	88.300003	.53870523	40.599998	3807	26198	24639	73.900002	2.0999999
44	23.831776	0	0	0	186.24451	79.819077	0	1284	0	.49132949	49.200001	89	519	656	0	.80000001
17	23.852739	0	0	29.868578	214.08691	89.202881	0	5840	91.400002	.54420429	46.599998	329	2545	2949	0	3.5
28	23.856932	0	17.073587	17.073587	173.26787	111.06915	19.245573	8176	94.199997	.53243673	44.5	597	3792	4439	35	.1
45	23.865728	3.9990401	23.994242	43.989441	84.970261	182.93597	0	11995	90.199997	.56767344	47.5	892	6125	5190	31.6	0
45	23.88838	0	26.179724	32.724655	147.20314	100.71794	0	10960	94.400002	.64589125	53.700001	899	5038	5358	41.799999	0
51	23.899969	0	15.038725	22.558086	75.64296	108.06138	14.518003	9481	96.099998	.65331173	45.799999	742	4318	4502	0	.2
5	23.913412	2.7071719	15.340641	30.455685	105.00688	109.75727	3.9761114	365558	87.699997	.57727647	40.799999	25223	177719	191284	67.300003	4.8000002
17	23.915781	0	13.330667	26.661335	162.34763	87.755478	0	21172	91.800003	.60206521	44.099998	1346	9200	11708	60	6.8000002
14	23.92646	0	18.487705	29.58033	158.43256	75.104706	0	23272	90.599998	.55705357	32.400002	1504	10236	12714	35.400002	0
46	23.934538	0	37.593987	75.187973	144.1924	105.56943	0	5955	89.900002	.54785717	31.5	439	2800	3317	0	.1
18	23.970295	1.8988664	17.722754	31.014818	95.835464	76.290619	6.528779	131239	82.400002	.50950265	45.400002	6847	63193	72798	84.900002	15.2
16	23.999437	0	8.7039776	8.7039776	118.9887	72.656815	23.148148	14246	93.099998	.55557388	45	957	6064	8196	0	0
14	24.017628	0	4.2320876	12.696263	130.85567	65.9235	6.4102564	28844	87.5	.62469608	47.200001	1733	13160	16203	54.799999	.40000001
23	24.02177	12.380835	30.952085	61.904171	119.68733	75.939545	0	10708	97.800003	.63200957	33	881	5011	5667	0	0
39	24.024067	1.6736681	16.736681	33.473362	145.51222	71.919838	3.3831789	174294	84.900002	.50949538	31.299999	10544	68507	109250	54.099998	.2
44	24.02442	0	14.947683	29.895367	106.17561	87.159088	0	8369	92.199997	.53199649	31.4	575	3391	5060	36.700001	1
36	24.044533	0	3.3671167	6.7342334	134.14554	79.723495	5.3078556	29735	89.199997	.52516669	40.900002	2082	13649	16053	35.200001	3.7
12	24.047472	0	11.983582	29.958956	100.44825	83.288338	10.342331	27970	95.699997	.66276711	25.5	2322	12822	15328	26.1	0
33	24.049633	3.2082002	18.848175	39.434128	140.52484	110.64632	1.0846559	1715136	82.400002	.42941752	42.400002	68193	654426	1166517	100	23.4
10	24.055037	1.8332601	19.832541	36.498539	106.78999	85.335945	2.0657103	333644	89.400002	.51430303	49.599998	17634	136894	203221	96.599998	16.4
13	24.079653	0	42.550175	49.641869	115.51613	94.723221	0	12010	92	.58856839	42.700001	966	5651	5908	40.700001	.1
39	24.091063	0	14.65452	31.751459	118.75121	64.296234	7.3019352	44812	85.699997	.50752234	32.900002	3023	20273	24887	34.700001	.30000001
14	24.125832	0	16.686134	33.372269	137.17421	89.371078	21.097046	8303	93.400002	.56979471	44.700001	594	3410	4708	0	.1
49	24.152611	0	13.479236	33.085396	138.33163	85.07254	6.6387839	108757	82.800003	.51199126	38.599998	6631	48452	62899	73.800003	4.4000001
35	24.154705	0	18.256504	36.513008	163.6552	69.024635	0	17230	98.300003	.66306049	38.599998	1153	7672	8758	46.700001	0
16	24.174334	0	9.2472725	27.741816	140.04294	77.357056	15.403574	10399	87	.57733124	45.900002	721	4429	5934	0	0
14	24.194094	0	34.811668	41.774002	106.4851	76.060783	12.410028	23782	83.800003	.51908612	20.9	1459	10767	13126	14.1	.30000001
50	24.195738	2.2761388	13.783284	27.566568	115.38042	67.73835	2.7380757	31426	92.400002	.53435278	43.799999	54562	460894	592906	100	6.0999999
23	24.207386	0	27.380007	41.070011	110.15171	85.135574	4.5977011	32550	90.300003	.58898485	35.5	2402	14362	17620	0	0
39	24.210892	2.8859196	20.201437	43.288795	117.67494	81.127434	4.245203	38003	89.800003	.54162633	37.400002	2582	17573	20044	13.3	0
16	24.215849	0	19.627085	49.067715	145.72194	56.046902	10.469011	15707	94.300003	.59204358	44	1049	6611	9015	29.1	0
14	24.236601	6.2656641	31.328321	50.125313	126.05542	77.694534	0	19585	91.699997	.56893462	40.700001	1305	8363	11370	25.4	.40000001
49	24.239107	3.8170123	15.268049	36.26162	130.49644	75.295288	2.8248587	64558	84.699997	.54640812	36	4294	27743	37522	47.799999	4.3000002
47	24.242943	0	0	0	160.40637	57.924519	0	13417							100	53.599998
24	24.24695	0	10.41016	31.23048	114.86826	55.998276	0	12138	95	.61959916	35.599998	806	5439	6259	35.799999	0
16	24.25482	0	9.8916864	24.729216	129.5778	78.147438	0	23263	91.300003	.58544427	42.5	1576	10264	13153	32.900002	.1
8	24.279943	3.3964698	12.453723	30.56823	104.87132	71.763481	4.8683124	65042	80.900002	.40995735	40	3307	33523	33151	19.4	14.6
27	24.297646	0	0	0	106.13028	116.23793	0	2702	0	.74092412	44.099998	196	1212	1495	0	0
13	24.314426	2.5564332	20.451466	35.790066	117.32783	89.343277	0	57812	89.400002	.58564347	41.799999	4449	26622	30725	52.400002	.2
24	24.334999	0	7.80762	31.23048	115.5049	87.173508	0	12626	83	.53849	35.200001	851	5404	6888	57.400002	0
22	24.349184	0	33.528919	50.293377	151.37801	76.469299	0	5817	88.699997	.55409092	47.200001	359	2200	3699	0	2.4000001
36	24.357534	0	12.498125	29.995501	102.26003	73.200516	4.58884	35989	75.400002	.41246128	35.700001	2517	18072	18748	30.799999	2.2
50	24.388548	0	18.684605	28.026905	155.70416	73.859665	4.4887333	35126	92.800003	.61412525	35.200001	2537	14598	19576	45.700001	.1
33	24.402563	2.2721076	13.632646	24.993183	138.78772	76.298721	3.7801466	44372	92.900002	.64759308	43.5	3069	20919	23113	20	.2
14	24.408289	0	11.265067	33.7952	101.67326	76.037697	12.771392	29781	76.5	.42766792	22.200001	1810	12491	18670	26.4	4.8000002
14	24.416235	5.0220971	12.555243	30.132584	160.72513	76.001808	4.1192946	43526	90.699997	.5541113	30.9	2551	17233	26627	38	.1
44	24.417749	0	0	0	143.96666	90.926315	52.742615	4087	96.400002	.53851354	42.599998	248	1480	2571	0	3.2
39	24.429884	3.5942779	28.754223	50.319889	107.06898	61.321327	12.674272	26086	73	.46236131	30.200001	1889	12527	14055	15.2	.60000002
17	24.43787	0	23.228804	46.457607	158.41953	79.209763	0	6786	96.699997	.56934017	48.5	409	2531	4268	0	.2
6	24.452999	18.099548	0	36.199097	61.183281	69.341057	0	5435	94.300003	.64864862	56	299	3034	2552	63.5	.2
27	24.468523	0	62.607605	62.607605	179.17767	108.44964	0	7391	90	.54255891	47.400002	577	3736	3810	34.799999	0
47	24.514208	0	0	0	174.59193	82.354683	10.269049	21755	76.199997	.50414592	34.200001	1141	8442	9176	100	6.6999998
39	24.514599	0	10.580518	21.161036	146.54913	94.365471	13.066772	28421	87.599998	.53216636	36.099998	1722	11254	17458	17.700001	1.4
23	24.51511	0	39.988003	49.985004	146.20657	88.633003	17.979145	16517	88.599998	.60251606	34.599998	1174	7472	8854	0	.40000001
15	24.534271	0	10.626428	37.192497	161.52859	77.111641	7.6277652	20424	87.900002	.54789895	41.200001	1466	9186	11210	35.599998	1.2
10	24.541941	2.0707793	15.530845	31.579384	151.8755	78.417831	7.4869914	375570	87.300003	.52293581	43.900002	16874	118374	262327	91.099998	8.8000002
17	24.542297	0	14.448779	43.346336	190.45695	67.814217	0	10737	93.300003	.61082155	40.799999	658	4029	6775	43.200001	.1
26	24.543974	2.1586616	17.988848	31.66037	115.18781	80.157852	7.096426	126376	87.099998	.5183624	42.700001	7439	57182	72265	77	1.9
24	24.591454	0	17.500109	21.875137	123.59169	70.839142	23.557125	13546	71.5	.47388685	25.9	1044	5974	7705	20.200001	.40000001
20	24.591679	0	40.325291	40.325291	165.39159	91.982491	0	17531	93.300003	.58652538	42.599998	1202	7362	10010	0	0
16	24.592499	0	19.455254	38.910507	141.20889	71.178459	0	12842	89.199997	.58023828	44	867	5708	7370	22.4	0
26	24.599613	3.49406	23.920874	42.197495	191.31061	141.26672	5.5527792	753568	82.300003	.48863503	26.299999	37124	306732	450731	100	28.6
39	24.614614	0	13.031863	22.805759	140.36559	65.169739	5.9865899	26188	88.900002	.51726359	33.900002	1921	12425	14595	9.6999998	0
34	24.630501	2.1604571	22.684799	34.567314	82.366302	82.061806	6.2297535	72810	82.900002	.48391399	34.299999	5340	37486	37951	44.099998	9.1999998
16	24.65155	0	8.7780895	26.33427	159.14064	83.080772	0	14571	92.199997	.599231	48	989	6762	8039	53.299999	0
3	24.662455	0	48.366295	64.488396	102.06271	141.20609	19.77066	8096	89.099998	.58268887	42.099998	515	3362	4292	58.5	.2
17	24.671341	0	35.829453	35.829453	181.90898	92.737907	0	4722	95.800003	.60974383	36.5	306	1991	2883	0	0
14	24.678354	0	25.926886	43.211475	145.1098	89.000679	0	13455	93.5	.56601518	21.200001	829	5014	8679	19.200001	0
34	24.681168	1.1698369	11.990829	26.028872	92.108124	90.109253	3.2321665	273394	86	.48060837	47.799999	16321	135574	143878	78	24.5
26	24.691406	0	22.78631	59.244408	193.14511	73.746315	0	25815	86.099998	.53506261	37.5	1659	11180	15034	61.099998	6.3000002
48	24.698713	8.1076698	8.1076698	16.21534	171.05627	144.22392	10.752688	14870	96.099998	.58547658	42.200001	949	5949	8832	22.5	.1
36	24.717932	0	17.240389	22.987185	113.08175	72.543007	4.5425639	28922	93.199997	.53963643	39.700001	1850	13422	14143	11.5	0
37	24.732704	0	20.974411	35.956135	149.24268	95.614098	12.042389	38342	94.300003	.55270261	40.400002	2627	17409	21733	63.299999	2.0999999
40	24.756523	0	5.7976894	17.393068	88.230103	52.746258	6.6755676	82468	83.5	.38072467	42.5	4323	44544	39198	68.199997	4.4000001
42	24.779654	0	19.071232	25.428308	79.126656	57.668579	4.3733053	34666	93	.61890835	48.700001	2105	16067	17941	67.699997	0
17	24.793009	0	0	35.20507	207.37369	77.07695	0	8766	95.599998	.57960337	42.099998	568	3530	5241	37.099998	.2
16	24.795219	0	0	0	156.61957	71.917152	15.518312	10389	96.400002	.61336076	44.099998	772	4371	5888	0	.40000001
15	24.8055	2.6589379	31.907257	53.178761	141.40105	72.173454	13.213531	36700	85.400002	.51367164	33.799999	2581	16750	20671	45.299999	.30000001
50	24.818975	0	22.799818	45.599636	155.51456	89.161674	0	8051	97.900002	.73391813	35	579	3078	4691	35.299999	0
42	24.823223	0	46.670815	46.670815	213.38148	100.53551	16.852039	8089	93	.5516333	41.099998	556	3796	4259	54.200001	.1
6	24.846136	1.9761088	20.749144	33.593849	115.41608	99.650482	4.2306552	72311	90.900002	.60117334	43.400002	5042	35454	37106	36.400002	.1
28	24.846149	5.2862506	15.858751	26.431252	95.4823	80.081932	0	17660	90.699997	.53433287	46.299999	1081	7937	10006	35	0
24	24.847862	0	22.460974	29.947966	104.75874	80.583641	0	24646	94.900002	.56788611	32.900002	1645	10606	13934	38.599998	0
5	24.85561	0	15.755475	78.777374	111.06207	136.69177	0	5252	85	.51228631	48.099998	295	1872	3310	0	.60000002
50	24.868286	3.7807183	15.122873	22.684311	111.92996	73.049034	7.0501976	24795	92.099998	.62169772	37.700001	1452	10296	11889	18.799999	.1
3	24.870682	2.5927222	20.741777	42.779919	112.74619	90.0755	8.0372934	55443	88.699997	.48977256	44.5	3514	27964	27132	45.299999	2.4000001
44	24.889069	0	36.630035	36.630035	186.49608	108.28805	0	7437	89.599998	.50409704	32.299999	479	3051	4590	51.400002	1.1
14	24.891806	0	9.3707542	14.05613	142.24945	80.313087	7.2621641	21657	91.5	.56802648	36.5	1459	9364	12208	29.799999	0
6	24.901768	0	9.7280998	9.7280998	215.01793	128.59427	0	20349	88.599998	.49523136	35.599998	1385	8493	12523	58.400002	1
3	24.908281	0	29.204124	43.171314	117.4946	147.43214	6.2574306	46081	88.099998	.47703239	39.700001	3080	23642	23578	57.900002	3.7
6	24.92181	0	24.896679	44.814022	111.52016	109.61925	0	19423	92.300003	.57964838	52.700001	1228	9385	9857	54.799999	.2
28	24.932837	0	16.06942	16.06942	82.72702	72.120995	0	13680	95.199997	.56938136	47.5	894	5722	8052	45	.2
47	24.936449	0	10.031096	20.062193	154.59364	119.25795	0	16673	72.199997	.50023782	23.5	1062	6307	5828	0	66.300003
17	24.945524	0	32.097576	32.097576	169.87892	105.01606	16.903313	11605	92.900002	.57458055	40.5	769	4351	7058	36	0
17	24.952742	0	61.938683	92.90802	191.62915	103.41891	0	5871	96	.56054604	44.5	352	2271	3487	0	0
38	24.958117	0	20.327682	32.524292	134.05246	117.76571	0	22819	93.300003	.57004553	45.200001	1734	10536	12028	33.900002	.30000001
10	24.959764	0	27.12299	32.054443	94.813713	117.2283	7.6225324	48374	72.5	.3426823	42.400002	2294	25493	24421	70.900002	10
36	24.968346	5.418684	16.25605	52.380608	120.63913	64.996429	5.295208	61418	84.400002	.46812922	34.700001	4030	28945	32799	40.799999	5.0999999
27	24.979725	0	98.328415	98.328415	154.71167	126.58228	0	1233	0	.54320985	45.799999	84	648	665	0	0
16	25.015837	0	9.7694416	19.538883	207.50641	101.09286	0	15980	93.599998	.61021787	47	1087	6655	9232	0	.1
30	25.04649	0	21.668472	59.588299	115.54237	79.948746	0	15805	93.099998	.5697127	48.400002	990	6161	9727	0	0
44	25.052561	25.943703	51.887405	77.831108	180.56567	113.8019	0	9090	92.400002	.50794125	40.5	526	3337	5697	70.599998	4.4000001
47	25.082886	0	37.050758	37.050758	133.80222	84.055237	16.625103	113344	80.099998	.46671775	33.400002	1298	9134	10087	100	30.299999
42	25.09133	0	33.91637	33.91637	100.08757	83.108437	13.04121	12457	89.5	.51013756	41.799999	769	5524	6555	38.5	.89999998
44	25.093655	0	17.350569	39.906307	125.97314	84.06427	15.537601	34403	85.199997	.5083288	31.4	2421	14768	20419	44.299999	4.8000002
47	25.094326	5.0463424	23.549597	47.099194	173.18697	123.47453	0	97391	80.800003	.4892568	37.5	11822	94106	131950	100	41.799999
44	25.105648	1.6704624	24.500114	39.534275	104.14939	103.79665	8.2740364	157980	81.099998	.49563894	47.299999	9436	84039	73262	86.900002	7.9000001
15	25.128265	12.362468	24.724936	74.174805	173.57153	87.662392	0	8402	86.599998	.52517611	37.099998	632	3833	4711	0	0
23	25.140013	0	24.46184	24.46184	103.6767	70.936691	0	13125	94.900002	.59105641	31.200001	964	6172	6759	36	0
44	25.168982	0	26.661335	39.992001	176.51707	92.210419	16.583748	18972	91.300003	.50068164	38.099998	1267	8802	10571	73.400002	4
13	25.170862	0	27.932961	27.932961	112.68254	108.08324	0	6033	84.300003	.46342355	33.799999	418	2734	3085	0	0
15	25.211584	0	18.347782	55.043346	110.06544	85.688538	0	17193	76.199997	.47234857	29.4	1387	8354	9148	23.5	1.7
28	25.215694	5.1200657	30.720394	66.560852	116.23402	71.749397	7.8173857	19637	95.5	.58940166	45.900002	1361	8624	10880	60.799999	.1
23	25.2164	0	23.408239	35.112358	98.154045	73.409325	0	13250	95	.62760508	40.700001	991	5854	7369	41.299999	0
36	25.220261	6.6368012	13.273602	36.502407	124.82304	80.82412	0	30259	90.5	.53450388	44.5	1912	13897	16322	39.5	2.3
48	25.262775	0	0	0	103.67969	86.713921	0	2763	94.300003	.62656903	45.799999	190	956	1935	0	0
28	25.279949	0	0	14.396775	204.28464	108.35968	0	9836	94.099998	.64108455	49	594	4352	5226	53.299999	.1
50	25.284832	0	19.757965	34.576439	125.14836	66.611221	4.792026	36837	95.699997	.5734694	43.5	1952	13230	15426	28.299999	.1
32	25.300989	0	22.766079	36.425724	159.67999	127.15861	2.3530519	58293	84	.44244418	49.599998	3537	30996	26663	68.699997	3.5999999
36	25.302542	0	19.329008	38.658016	182.87358	76.447159	0	38794	78.800003	.47144529	35.200001	2324	15374	23662	37.700001	1.8
6	25.337244	0	0	0	37.147102	156.01784	0	1705	0	.58771932	46.400002	143	684	923	0	0
20	25.341061	4.320961	8.641922	38.888649	113.82083	72.770699	16.017941	19896	92.300003	.60455734	46.599998	1370	9172	10911	13.7	0
44	25.352669	8.19135	49.148098	65.5308	82.335083	108.1657	0	10186	85.599998	.48268756	43	735	4852	4641	0	2.5
42	25.357403	0	20.252481	20.252481	130.36984	76.049072	8.7673159	17051	92.800003	.61317205	46.5	1002	7440	9140	75.300003	0
26	25.394863	2.0414412	16.33153	34.704502	101.05569	88.95517	5.577867	29445	91.5	.45268652	45.299999	1676	14182	15963	37.400002	1
12	25.411005	3.4810457	17.405228	24.367319	96.766998	88.076759	6.6813655	43358	96.099998	.66967535	27.9	3835	20053	22517	41.5	.1
20	25.413797	0	30.800577	49.75478	135.00919	82.210327	8.2528677	39534	86.099998	.53631973	39.5	2745	17814	22113	41.299999	0
15	25.414225	0	23.272051	46.544102	131.5065	73.398987	0	3974	77.199997	.54248369	30.1	289	1836	2373	0	1.2
23	25.420988	0	10.29654	20.593081	131.64673	95.873161	0	10617	97.699997	.64825904	31.4	703	4509	5885	0	0
47	25.422607	0	13.357198	24.042957	90.299713	75.900208	3.4893053	11869	87.800003	.46366078	48.299999	5287	45777	45435	100	21.1
24	25.44125	0	25.759918	51.519836	111.04491	60.487877	0	15905	95.199997	.57074445	37.599998	1043	6891	8947	36.799999	0
15	25.441364	0	10.615711	21.231422	119.52251	86.653816	0	11787	89.300003	.56039715	50.099998	851	5439	6371	0	.1
16	25.444597	0	38.030045	50.706726	101.20802	74.489105	15.360983	18350	92.099998	.59276348	54.099998	1222	8236	10428	47.900002	0
16	25.486526	0	22.187708	29.583611	111.02593	62.562233	8.0906153	18921	89.800003	.57121682	40.599998	1185	8095	10651	22.6	0
35	25.513197	0	0	0	54.570259	27.28513	0	2046	0	.5471698	37.900002	143	901	920	0	0
23	25.556385	0	4.1089697	12.32691	104.65997	68.809593	0	16569	91.5	.46648586	46.200001	986	7743	8656	0	.60000002
