tabroad	tdomestic	tinkind	tgifts	income	wage	entrepreneourial	rental	interest	pension	dividend	primary	somesecondary	secondary	someuniversity	university	age	female	married	child1	child7	child15	size	bothwork	notemployed	marriedf	region	transfers
0	0	0	0	28080	17280	0	0	0	0	0	1	0	0	0	0	32	0	1	0	0	2	4	0	0	0	0	0
0	0	0	0	32160	20160	0	0	0	0	0	0	0	1	0	0	29	0	1	0	2	0	4	0	0	0	0	0
0	0	0	0	46200	34200	0	0	0	0	0	0	1	0	0	0	29	0	1	0	3	0	5	0	0	0	0	0
0	0	450	450	58970	55520	0	0	0	0	0	0	0	0	0	0	47	1	0	0	0	2	6	0	1	0	0	0
0	0	1904	2500	164184	143684	0	0	0	0	0	0	0	1	0	0	36	1	0	0	0	0	8	0	0	0	0	-596
0	2000	360	1350	79950	78600	0	0	0	0	0	0	0	0	1	0	44	0	1	1	0	1	9	0	0	0	0	1010
0	0	0	250	74698	67248	0	0	0	0	0	1	0	0	0	0	50	0	1	0	0	2	8	0	0	0	0	-250
20500	0	0	300	36300	0	0	12000	0	0	0	0	0	0	0	0	74	0	1	0	0	0	2	0	1	0	0	20200
0	0	150	1050	59150	46100	0	0	0	0	0	0	0	1	0	0	47	0	1	0	1	5	9	0	0	0	0	-900
17000	0	2286	500	74262	38000	14162	0	0	0	0	0	0	0	0	1	28	0	0	0	0	0	3	0	1	0	0	18786
0	500	1252	0	111818	36000	39818	0	0	0	0	0	0	0	0	1	23	1	0	0	1	0	3	0	0	0	0	1752
0	5000	1187	0	15540	15520	0	0	0	0	0	0	1	0	0	0	25	0	1	0	2	0	4	0	0	0	0	6187
0	400	198	600	62100	61500	0	0	0	0	0	0	1	0	0	0	42	0	1	0	0	0	7	0	0	0	0	-2
0	0	125	50	39350	39300	0	0	0	0	0	0	0	0	0	0	58	0	1	0	2	0	9	0	0	0	0	75
0	0	480	450	84450	84000	0	0	0	0	0	0	0	1	0	0	40	0	1	0	0	3	8	0	0	0	0	30
0	300	0	0	32900	32900	0	0	0	0	0	0	0	1	0	0	64	0	0	0	0	0	4	0	0	0	0	300
0	0	0	0	27260	24860	0	0	0	0	0	1	0	0	0	0	28	0	1	0	1	1	4	0	0	0	0	0
0	0	0	300	77868	0	73968	0	0	0	0	0	0	1	0	0	26	0	1	1	3	0	6	0	0	0	0	-300
5000	2000	720	300	45500	41600	0	0	0	0	0	1	0	0	0	0	37	0	1	0	1	2	5	1	0	0	0	7420
0	0	0	300	76552	70252	0	0	0	0	0	1	0	0	0	0	57	0	1	0	0	1	7	0	0	0	0	-300
0	0	0	300	84400	74500	0	0	0	0	0	0	0	0	1	0	37	0	1	0	1	1	4	1	0	0	0	-300
0	0	0	210	70460	50600	13650	0	0	0	0	0	0	0	1	0	29	0	1	0	0	2	7	1	0	0	0	-210
0	0	345	600	116600	104000	0	0	0	0	0	0	1	0	0	0	58	0	1	1	1	2	10	0	0	0	0	-255
108000	0	0	700	700	0	0	0	0	0	0	0	0	0	1	0	36	1	1	0	1	2	5	0	1	1	0	107300
0	0	400	100	42748	39048	0	0	0	0	0	0	1	0	0	0	36	0	1	0	1	2	6	1	0	0	0	300
45000	0	2718	200	26500	26300	0	0	0	0	0	1	0	0	0	0	42	0	1	0	1	3	7	0	0	0	0	47518
0	0	771	0	36650	34200	0	0	0	0	0	0	0	1	0	0	50	0	1	0	1	2	8	1	0	0	0	771
0	1000	4058	0	14900	14900	0	0	0	0	0	0	0	1	0	0	26	0	1	1	2	0	5	0	0	0	0	5058
0	0	0	0	52400	48800	0	0	0	0	0	1	0	0	0	0	67	0	1	0	0	0	6	0	1	0	0	0
11000	0	5885	0	56400	50400	0	0	0	0	0	0	0	0	1	0	36	0	1	0	1	0	4	1	1	0	0	16885
0	0	0	0	23512	23512	0	0	0	0	0	0	1	0	0	0	35	0	1	1	0	0	3	1	0	0	0	0
3500	0	0	3000	113400	110400	0	0	0	0	0	0	0	0	0	1	53	1	0	0	0	0	4	0	0	0	0	500
18000	13000	0	0	18900	0	0	14100	0	0	0	1	0	0	0	0	63	1	0	0	0	1	5	0	1	0	0	31000
0	0	0	200	167200	167000	0	0	0	0	0	0	0	0	0	1	35	0	1	0	2	0	4	1	0	0	0	-200
3000	0	562	0	23678	23678	0	0	0	0	0	0	0	1	0	0	38	0	1	0	0	0	2	0	0	0	0	3562
39000	0	12000	2200	28200	26000	0	0	0	0	0	0	0	0	0	1	37	1	1	0	0	2	3	0	0	1	0	48800
0	0	0	0	78590	77890	0	0	0	0	0	0	0	0	1	0	31	0	1	1	2	0	8	0	0	0	0	0
0	5000	0	0	60162	39762	11400	0	0	0	0	0	0	0	0	1	40	0	1	0	1	0	3	1	0	0	0	5000
0	0	0	0	105200	93200	0	0	0	0	0	0	0	0	1	0	44	0	1	0	1	1	6	0	0	0	0	0
41200	0	950	0	62930	32420	12510	0	0	0	0	0	0	0	0	0	58	0	0	0	1	3	10	0	0	0	0	42150
25000	3500	6270	0	32860	26160	1900	0	0	0	0	0	0	1	0	0	42	1	1	0	0	2	7	0	1	1	0	34770
18000	0	1800	330	66830	47900	0	0	0	0	0	0	0	1	0	0	59	0	1	0	0	2	5	0	0	0	0	19470
0	0	30	0	50900	44860	0	0	0	0	0	0	1	0	0	0	30	0	0	0	0	1	5	0	0	0	0	30
0	0	0	0	44545	40900	0	0	0	0	0	1	0	0	0	0	55	0	1	0	0	1	4	1	0	0	0	0
0	0	0	0	36040	36040	0	0	0	0	0	0	0	1	0	0	35	0	1	0	0	1	3	1	0	0	0	0
25000	0	7300	200	51900	0	21400	24000	0	0	0	1	0	0	0	0	67	0	1	0	0	0	3	0	0	0	0	32100
20000	0	8938	0	38546	32546	0	0	0	0	0	1	0	0	0	0	41	0	1	0	0	3	8	1	0	0	0	28938
0	0	0	0	63700	48300	9300	0	0	0	0	0	0	0	0	1	34	0	1	0	2	0	4	1	0	0	0	0
30000	0	2700	0	29300	29300	0	0	0	0	0	0	0	0	0	1	28	0	1	0	2	0	4	0	0	0	0	32700
25000	0	2688	300	88600	0	70300	0	0	0	0	0	0	1	0	0	49	0	1	0	0	0	4	0	0	0	0	27388
0	0	1000	500	160150	135300	0	0	0	0	0	0	0	0	0	1	40	0	1	1	0	4	7	1	0	0	0	500
42000	0	1050	300	42000	32100	0	0	0	0	0	0	0	1	0	0	50	0	1	0	0	0	4	0	1	0	0	42750
25000	0	6202	200	30100	29100	0	0	0	0	0	0	0	0	1	0	26	0	1	0	4	0	6	0	0	0	0	31002
10000	0	21980	4400	121650	117200	0	0	50	0	0	0	0	0	0	1	37	0	1	1	2	0	5	1	0	0	0	27580
0	0	0	2000	142540	138140	0	2400	0	0	0	0	0	1	0	0	38	0	1	0	3	2	10	0	0	0	0	-2000
0	0	0	0	71034	49434	0	15600	0	10800	0	0	0	1	0	0	75	0	1	0	3	1	11	0	1	0	0	0
26000	0	0	150	136640	51740	40350	32400	0	17040	0	0	0	1	0	0	56	0	1	0	0	1	5	0	0	0	0	25850
0	1100	0	0	44960	44960	0	0	0	0	0	0	0	1	0	0	36	0	1	1	0	3	6	1	0	0	0	1100
0	0	0	0	29667	20449	8018	0	0	0	0	0	1	0	0	0	29	0	1	1	0	0	5	1	0	0	0	0
0	0	0	0	28500	28500	0	0	0	0	0	0	0	0	1	0	43	0	1	0	1	0	4	1	0	0	0	0
0	0	655	0	33930	33930	0	0	0	0	0	0	0	1	0	0	31	0	1	1	3	2	8	0	0	0	0	655
0	1150	2780	0	23120	21020	0	0	0	0	0	1	0	0	0	0	42	0	1	0	0	2	4	0	0	0	0	3930
0	5000	5966	0	37516	22516	9000	0	0	0	0	0	0	0	1	0	55	0	1	0	0	0	3	0	1	0	0	10966
0	0	480	0	28260	12880	9400	0	0	0	0	0	1	0	0	0	28	0	1	0	2	0	4	1	0	0	0	480
5100	0	0	0	103000	0	103000	0	0	0	0	1	0	0	0	0	47	0	1	0	1	1	7	0	1	0	0	5100
4200	1000	685	300	42940	28000	14640	0	0	0	0	0	0	0	0	1	45	0	1	0	1	0	3	1	0	0	0	5585
500	0	75	0	35198	16800	18398	0	0	0	0	0	0	0	1	0	30	0	1	0	0	0	3	0	0	0	0	575
0	0	300	1000	122700	109400	0	0	0	0	0	0	0	0	0	0	25	0	1	1	4	0	8	0	0	0	0	-700
0	650	750	150	36150	36000	0	0	0	0	0	0	0	1	0	0	35	0	1	0	0	3	5	0	0	0	0	1250
0	0	0	500	40976	40476	0	0	0	0	0	0	0	1	0	0	60	0	1	0	1	0	5	0	0	0	0	-500
0	0	946	800	91800	67000	0	6000	0	0	0	0	0	1	0	0	40	0	1	0	2	2	7	0	0	0	0	146
0	0	190	350	43217	42867	0	0	0	0	0	0	0	0	0	0	37	0	1	0	1	0	5	0	0	0	0	-160
0	0	0	50	40858	40808	0	0	0	0	0	0	0	0	1	0	40	0	1	0	0	4	7	0	0	0	0	-50
0	0	24000	0	47600	47600	0	0	0	0	0	0	0	0	1	0	33	0	1	0	1	1	4	1	0	0	0	24000
96400	0	0	700	154300	117600	0	0	0	0	0	0	0	0	0	1	60	0	1	0	0	0	3	0	1	0	0	95700
0	0	0	0	97900	61900	0	0	0	20000	0	0	0	0	0	1	56	0	1	0	0	0	8	0	1	0	0	0
0	0	16230	0	20260	15400	4860	0	0	0	0	1	0	0	0	0	60	1	0	0	1	0	5	0	0	0	0	16230
9000	0	14400	0	22950	22900	0	0	0	0	0	0	0	0	1	0	41	0	1	1	1	1	5	0	0	0	0	23400
0	0	600	0	227500	197500	0	0	0	0	0	0	0	0	0	1	59	0	1	0	0	0	6	0	0	0	0	600
4000	2000	5500	0	82800	46800	0	0	0	0	0	0	1	0	0	0	78	1	0	0	0	0	3	0	1	0	0	11500
0	0	2650	0	33974	33774	0	0	0	0	0	0	1	0	0	0	35	0	1	0	2	3	7	0	0	0	0	2650
0	0	0	0	49678	28980	8698	0	0	0	0	0	0	1	0	0	64	0	1	0	0	1	5	1	1	0	0	0
0	800	0	5	59633	32212	9416	0	0	0	0	0	0	0	1	0	50	0	1	0	0	0	7	1	0	0	0	795
0	0	0	0	99110	83980	0	0	0	0	0	0	0	0	1	0	40	0	1	0	0	2	4	1	0	0	0	0
0	950	1676	0	19200	13200	0	0	0	0	0	0	1	0	0	0	35	0	0	0	0	0	2	0	0	0	0	2626
0	5000	1000	0	23630	23630	0	0	0	0	0	0	0	0	1	0	40	0	1	0	1	4	8	0	0	0	0	6000
0	0	105	100	27700	0	0	15600	0	0	0	0	1	0	0	0	62	0	0	0	0	0	1	0	1	0	0	5
95000	0	0	400	35830	0	11430	0	0	0	0	0	0	1	0	0	35	0	1	0	0	2	3	1	0	0	0	94600
0	0	150	350	133150	132600	0	0	0	0	0	1	0	0	0	0	51	0	1	0	1	0	8	1	0	0	0	-200
0	0	0	0	94368	83568	0	0	0	0	0	1	0	0	0	0	53	0	1	0	1	0	8	0	0	0	0	0
0	0	50	100	47850	0	44750	0	0	0	0	0	0	0	0	0	38	0	1	0	1	1	5	0	0	0	0	-50
0	0	90	30	35610	34080	0	0	0	0	0	0	0	1	0	0	38	0	1	1	2	1	6	0	0	0	0	60
0	0	0	200	58488	52288	0	0	0	0	0	0	1	0	0	0	57	0	1	0	0	1	7	0	0	0	0	-200
1000	9800	0	0	14692	7800	6892	0	0	0	0	1	0	0	0	0	42	1	1	0	0	3	6	0	0	1	0	10800
35000	0	402	1650	33650	32000	0	0	0	0	0	0	1	0	0	0	48	0	1	0	1	0	4	0	0	0	0	33752
0	0	0	150	41350	0	37000	0	0	0	0	1	0	0	0	0	39	0	1	0	1	3	6	0	0	0	0	-150
600	0	0	210	69824	60514	0	3000	0	0	0	0	1	0	0	0	44	0	1	0	0	3	6	1	0	0	0	390
0	500	0	200	90588	90388	0	0	0	0	0	0	1	0	0	0	48	0	1	1	2	3	11	0	0	0	0	300
6000	6000	300	300	82800	9000	37500	0	0	0	0	0	0	0	1	0	40	1	0	0	1	0	3	0	0	0	0	12000
0	0	0	850	125144	68116	55426	0	360	0	0	1	0	0	0	0	55	0	1	0	0	1	5	1	0	0	0	-850
0	5000	0	200	24200	0	18000	0	0	0	0	0	0	1	0	0	32	0	1	0	1	1	4	0	0	0	0	4800
12000	0	0	200	53641	47441	0	0	0	0	0	0	0	0	0	0	64	1	0	0	0	0	4	0	1	0	0	11800
0	500	468	200	78565	63965	0	0	0	0	0	0	0	0	1	0	39	0	1	0	3	0	6	1	0	0	0	768
15000	5100	2338	224	38958	32734	0	0	0	0	0	0	0	1	0	0	39	0	1	0	0	3	5	1	0	0	0	22214
64560	100	85	530	73730	39600	0	0	3600	0	0	0	1	0	0	0	51	1	1	0	0	2	5	0	1	1	0	64215
2000	36000	668	200	27630	15430	0	0	0	0	0	0	0	1	0	0	67	1	0	0	0	0	3	0	1	0	0	38468
0	700	146	0	47228	44828	0	0	0	0	0	1	0	0	0	0	44	0	1	0	0	0	5	0	0	0	0	846
1800	150	639	200	100840	73681	14359	0	600	0	0	0	0	0	0	1	36	0	1	0	2	2	6	1	0	0	0	2389
5000	117	185	50	39698	39648	0	0	0	0	0	0	1	0	0	0	36	0	1	0	0	0	4	1	0	0	0	5252
12600	0	3764	0	71696	65696	0	0	0	0	0	0	0	0	1	0	36	0	1	0	1	1	5	0	0	0	0	16364
79000	0	4230	0	14992	11392	0	0	0	0	0	0	0	0	1	0	40	1	1	0	1	3	7	0	0	1	0	83230
7000	0	1242	0	33420	29320	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	2	0	1	0	0	8242
2000	0	1389	0	111200	104000	0	0	0	0	0	0	0	0	0	1	50	0	1	0	0	0	3	0	0	0	0	3389
0	0	1601	0	84227	43480	34000	0	0	0	0	0	0	0	0	1	54	0	1	0	0	0	4	1	0	0	0	1601
27750	500	3579	0	35588	17588	0	0	0	0	0	1	0	0	0	0	49	0	0	0	0	0	2	0	0	0	0	31829
0	0	2289	0	70552	66352	0	0	0	0	0	0	0	0	0	0	66	1	0	0	0	0	5	0	1	0	0	2289
0	0	250	0	185704	21704	140000	0	0	0	0	0	0	1	0	0	41	0	1	0	1	0	7	0	0	0	0	250
192000	0	3044	0	10800	0	0	0	0	0	0	0	0	0	0	1	35	1	1	0	0	2	5	0	1	1	0	195044
0	0	1726	0	61186	54936	0	0	0	24420	0	0	0	0	0	1	51	0	1	0	0	0	5	1	1	0	0	1726
44000	0	3265	0	48000	32000	10000	0	0	0	0	0	0	0	1	0	48	0	1	0	0	0	5	0	0	0	0	47265
0	0	3600	0	72648	60648	0	0	0	0	0	0	0	0	0	0	52	0	1	0	0	0	6	1	0	0	0	3600
0	0	25314	0	67800	67800	0	0	0	0	0	0	0	0	0	1	33	0	1	0	2	1	5	0	0	0	0	25314
0	0	225	0	34776	31176	0	0	0	0	0	0	1	0	0	0	31	0	1	0	0	0	2	1	0	0	0	225
0	0	200	0	165349	0	150349	0	0	0	0	1	0	0	0	0	60	0	1	0	1	2	8	0	1	0	0	200
0	0	7800	0	62712	62712	0	0	0	0	0	0	1	0	0	0	58	0	1	0	0	0	6	0	1	0	0	7800
0	0	19274	0	14450	15000	0	0	0	0	0	0	1	0	0	0	25	0	1	0	2	0	4	1	1	0	0	19274
66000	0	126610	400	46100	10800	20900	0	0	0	0	0	0	0	0	0	58	0	1	1	2	0	9	0	1	0	0	192210
0	0	7800	0	36800	36800	0	0	0	0	0	0	0	0	1	0	41	1	0	0	0	0	1	0	0	0	0	7800
0	0	0	200	69000	0	68185	0	0	0	0	0	0	1	0	0	41	0	1	1	1	0	5	0	0	0	0	-200
0	0	500	0	92410	30000	48610	0	0	0	0	1	0	0	0	0	42	1	0	0	0	1	3	0	0	0	0	500
58000	0	964	0	0	0	0	0	0	0	0	0	0	0	0	1	38	1	1	0	1	1	4	0	1	1	0	58964
53000	0	592	0	11200	5200	0	0	0	2400	0	1	0	0	0	0	62	0	1	0	0	2	8	0	1	0	0	53592
0	10000	420	0	23500	13000	10500	0	0	0	0	1	0	0	0	0	59	0	1	0	0	2	7	1	1	0	0	10420
0	360	360	0	51036	38756	9100	0	0	0	0	0	0	1	0	0	43	0	1	0	0	2	5	0	0	0	0	720
0	680	11233	0	7600	1600	0	0	0	0	0	0	0	0	0	0	74	0	1	0	1	1	5	0	1	0	0	11913
0	0	6540	0	33724	21880	10044	0	0	0	0	1	0	0	0	0	61	0	1	0	0	0	4	1	0	0	0	6540
0	0	1308	0	22100	19100	0	0	0	0	0	0	0	0	0	0	50	0	1	0	0	2	5	1	0	0	0	1308
0	4735	1474	0	1800	0	0	0	0	0	0	0	0	0	0	0	67	0	1	0	0	0	2	0	1	0	0	6209
4000	0	1200	0	27486	23996	0	0	0	0	0	0	0	0	0	0	41	0	1	0	0	2	8	0	0	0	0	5200
1000	3800	6013	54	22654	17800	0	0	0	0	0	0	0	1	0	0	28	0	1	1	2	0	6	0	0	0	0	10759
0	0	0	0	38281	27680	8950	0	0	0	0	0	0	0	0	0	50	0	1	0	0	0	5	0	0	0	0	0
0	0	2454	150	76350	32800	18200	19200	0	0	0	0	0	1	0	0	42	0	1	0	1	2	5	0	0	0	0	2304
1000	2000	3625	150	41210	40860	0	0	0	0	0	0	0	0	1	0	38	0	1	0	1	2	6	0	0	0	0	6475
0	1600	570	2100	81980	65400	0	0	80	0	0	0	1	0	0	0	50	1	0	0	0	2	6	0	1	0	0	70
96000	0	530	0	0	0	0	0	0	0	0	0	0	0	1	0	34	1	1	1	1	2	5	0	1	1	0	96530
0	2800	0	230	57498	57268	0	0	0	0	0	1	0	0	0	0	36	0	1	0	0	0	3	1	0	0	0	2570
0	5000	5115	220	50683	45620	4843	0	0	0	0	0	1	0	0	0	56	1	0	0	0	0	3	0	0	0	0	9895
0	2200	0	150	33350	33200	0	0	0	0	0	0	0	1	0	0	52	0	1	0	0	1	3	0	0	0	0	2050
0	0	629	0	131400	0	121800	0	0	0	0	0	0	1	0	0	25	1	1	0	2	0	3	0	0	1	0	629
0	3500	0	50	30850	26000	0	0	0	0	0	0	0	1	0	0	38	0	1	0	0	1	4	0	0	0	0	3450
0	500	100	50	52450	46400	0	0	0	0	0	1	0	0	0	0	46	0	1	0	1	3	10	0	0	0	0	550
0	800	0	150	34150	28000	0	0	0	0	0	0	0	0	1	0	38	1	0	0	1	1	3	0	0	0	0	650
0	6200	340	0	20640	8400	1000	2400	0	0	0	0	0	0	0	0	57	1	1	0	0	1	3	0	0	1	0	6540
0	0	2194	200	80465	80225	0	0	40	0	0	0	0	0	1	0	31	0	1	0	1	1	4	0	0	0	0	1994
84300	0	300	300	115580	7000	0	42000	280	0	0	0	0	0	0	1	61	0	1	0	0	0	5	0	0	0	0	84300
0	1500	0	0	39484	0	30484	0	0	0	0	1	0	0	0	0	63	1	0	0	2	1	5	0	0	0	0	1500
0	700	2725	0	25388	25388	0	0	0	0	0	0	0	0	1	0	28	0	1	0	2	0	4	0	0	0	0	3425
15000	0	0	6550	35897	29347	0	0	0	0	0	0	0	0	0	0	69	1	0	0	0	0	4	0	1	0	0	8450
0	0	0	37450	130670	78470	0	14400	0	0	0	1	0	0	0	0	54	1	0	0	0	1	5	0	0	0	0	-37450
1000	50	537	0	28029	27900	0	0	0	0	0	0	1	0	0	0	50	0	1	0	0	1	4	0	0	0	0	1587
0	0	225	60	60406	36630	11716	0	0	0	0	0	0	0	1	0	31	0	1	0	2	0	4	1	0	0	0	165
0	1300	1140	700	43850	43150	0	0	0	0	0	0	1	0	0	0	34	0	1	0	0	4	6	0	0	0	0	1740
500	480	194	0	29568	21768	0	0	0	0	0	1	0	0	0	0	46	0	1	0	0	0	3	0	0	0	0	1174
22800	1800	300	0	51895	50765	0	0	0	0	0	0	0	1	0	0	67	1	0	0	1	1	5	0	1	0	0	24900
0	3000	66	0	42300	35100	0	0	0	0	0	0	0	1	0	0	39	0	1	4	0	1	7	0	0	0	0	3066
0	0	0	50	27716	23916	0	0	0	0	0	0	0	1	0	0	43	0	1	0	0	0	5	1	0	0	0	-50
0	0	60	0	36720	30720	0	0	0	0	0	0	0	1	0	0	44	0	1	0	1	2	6	0	0	0	0	60
800	2300	0	220	20920	2000	15100	0	0	0	0	0	0	1	0	0	38	0	1	0	1	2	6	1	0	0	0	2880
0	800	0	150	30618	29268	0	0	0	0	0	0	0	0	1	0	27	0	1	0	3	0	5	0	0	0	0	650
0	0	210	0	74344	71944	0	0	0	0	0	0	0	0	1	0	29	0	1	0	2	0	8	1	0	0	0	210
0	0	3660	20	82028	78408	0	0	0	0	0	1	0	0	0	0	43	1	0	0	0	2	6	0	0	0	0	3640
0	0	0	50	79754	71304	0	0	0	0	0	0	0	1	0	0	59	0	1	0	1	0	7	0	0	0	0	-50
0	800	2096	0	19540	0	13960	780	0	0	0	0	0	0	0	0	72	1	0	0	0	0	2	0	0	0	0	2896
0	0	0	0	43440	38640	0	0	0	0	0	1	0	0	0	0	41	0	1	0	0	2	7	1	0	0	0	0
0	0	0	0	25250	0	25250	0	0	0	0	1	0	0	0	0	39	0	1	0	1	2	5	0	0	0	0	0
0	0	0	0	17450	0	17450	0	0	0	0	1	0	0	0	0	46	0	1	0	0	0	4	0	0	0	0	0
0	0	670	0	75556	69076	0	0	0	0	0	1	0	0	0	0	48	0	1	0	2	4	10	0	0	0	0	670
12000	0	810	0	75800	62000	0	0	1800	0	0	1	0	0	0	0	67	0	1	0	0	0	6	0	1	0	0	12810
35000	0	0	0	100100	0	64100	0	0	0	0	0	0	0	0	1	65	0	1	0	0	0	4	0	0	0	0	35000
0	0	5000	0	210800	169300	0	0	0	0	0	0	0	1	0	0	67	0	1	0	0	0	6	0	1	0	0	5000
22000	0	500	0	39500	0	33500	0	0	0	0	0	1	0	0	0	55	0	1	0	0	1	5	0	0	0	0	22500
7800	0	8320	0	32440	24100	5940	0	0	0	0	0	0	1	0	0	34	0	1	0	4	2	8	1	0	0	0	16120
0	0	0	0	21200	18800	0	0	0	0	0	0	0	1	0	0	36	0	1	0	0	0	2	0	0	0	0	0
48000	0	156	3700	99700	0	0	0	0	78000	0	0	0	0	1	0	66	0	1	0	0	0	6	0	1	0	0	44456
0	0	1293	0	25400	25400	0	0	0	0	0	0	0	1	0	0	46	0	1	0	2	1	9	1	0	0	0	1293
0	0	140	0	135200	22100	108300	0	0	0	0	0	0	1	0	0	40	0	1	0	0	3	5	1	0	0	0	140
0	0	1561	0	39970	36970	0	0	0	0	0	0	1	0	0	0	34	0	0	0	0	1	4	0	0	0	0	1561
0	0	295	0	27000	27000	0	0	0	0	0	0	0	0	0	1	37	0	0	1	2	2	7	0	0	0	0	295
84000	0	0	0	1800	0	0	0	0	0	0	0	0	0	0	1	51	1	1	0	0	0	5	0	1	1	0	84000
0	0	1460	0	63500	45500	0	0	0	0	0	0	0	0	0	1	29	0	1	1	1	1	6	0	0	0	0	1460
0	0	1401	250	64750	40500	0	0	0	0	0	0	0	1	0	0	45	0	1	0	1	1	6	0	0	0	0	1151
0	0	0	500	86100	73600	0	0	0	0	0	0	0	0	0	1	28	1	0	0	0	0	3	0	0	0	0	-500
0	0	810	0	82000	26000	0	35000	0	0	0	0	1	0	0	0	72	0	0	0	0	0	1	0	1	0	0	810
0	0	798	0	47167	45667	0	0	0	0	0	0	0	0	1	0	30	0	1	1	2	2	8	0	0	0	0	798
0	0	40	0	37250	18500	18750	0	0	0	0	0	1	0	0	0	35	0	1	0	1	2	5	1	0	0	0	40
0	3000	3168	0	41290	34090	0	0	0	0	0	0	0	0	0	1	40	0	1	0	0	3	6	1	0	0	0	6168
0	0	0	0	171000	147000	0	0	0	0	0	0	0	0	1	0	49	0	1	0	0	2	6	0	0	0	0	0
90000	0	680	6000	105000	9000	0	0	0	0	0	0	0	0	1	0	53	1	0	0	0	0	6	0	1	0	0	84680
16800	0	200	500	48900	48400	0	0	0	0	0	0	0	0	1	0	32	1	1	1	0	0	3	0	0	1	0	16500
0	0	178	0	23420	21840	0	0	0	0	0	0	0	0	1	0	32	0	1	0	3	0	5	0	0	0	0	178
0	0	90	0	21900	19500	0	0	0	0	0	0	0	1	0	0	49	0	1	0	0	3	7	1	0	0	0	90
0	0	155	0	24040	10440	12400	0	0	0	0	0	0	1	0	0	31	0	1	0	1	1	4	1	0	0	0	155
0	0	235	0	16560	16560	0	0	0	0	0	1	0	0	0	0	29	0	1	0	2	0	4	0	0	0	0	235
0	0	280	0	13200	12000	0	0	0	0	0	1	0	0	0	0	23	0	1	1	0	0	3	0	0	0	0	280
0	0	220	0	22860	16860	0	0	0	0	0	0	1	0	0	0	70	1	0	0	0	0	3	0	1	0	0	220
0	0	485	0	22960	22960	0	0	0	0	0	0	1	0	0	0	45	0	1	0	1	2	5	1	0	0	0	485
0	0	30	0	11400	10200	0	0	0	0	0	1	0	0	0	0	22	0	1	0	1	0	3	0	0	0	0	30
0	0	85	0	7000	0	5800	0	0	0	0	0	1	0	0	0	24	1	0	0	2	0	3	0	0	0	0	85
0	0	140	0	16800	15600	0	0	0	3500	0	1	0	0	0	0	52	1	0	0	0	0	3	0	1	0	0	140
0	0	4560	0	60178	59778	0	0	0	0	0	0	0	0	1	0	32	0	1	0	2	3	7	0	0	0	0	4560
33520	0	272	0	13000	13000	0	0	0	0	0	0	0	0	1	0	50	0	1	0	0	1	6	0	0	0	0	33792
0	590	500	0	26221	26021	0	0	0	0	0	0	1	0	0	0	26	0	1	0	3	0	5	0	0	0	0	1090
0	0	2081	0	46724	22724	18000	0	0	0	0	0	1	0	0	0	61	0	1	0	0	0	6	0	0	0	0	2081
29100	0	4240	1000	45620	38620	0	0	0	0	0	1	0	0	0	0	52	0	1	0	0	0	2	0	0	0	0	32340
0	0	910	900	165120	0	138300	25920	0	0	0	0	0	0	1	0	36	0	1	0	0	2	5	0	0	0	0	10
0	0	1403	0	34976	26270	2398	0	0	0	0	0	0	1	0	0	35	0	1	0	1	1	6	0	0	0	0	1403
0	0	250	0	32451	28360	0	0	0	0	0	1	0	0	0	0	35	0	1	0	1	3	6	0	0	0	0	250
0	0	2231	0	44660	36900	0	0	0	0	0	0	1	0	0	0	33	0	1	0	1	3	6	0	0	0	0	2231
3200	0	0	0	37000	18000	16000	0	0	0	0	1	0	0	0	0	42	0	1	4	1	0	11	0	1	0	0	3200
0	1000	0	0	49000	43000	0	0	0	0	0	0	0	1	0	0	29	0	1	0	2	0	4	0	0	0	0	1000
0	0	0	500	41400	40900	0	0	0	0	0	0	1	0	0	0	37	0	1	0	0	0	1	0	0	0	0	-500
0	5400	991	0	8904	0	5304	0	0	0	0	0	1	0	0	0	25	1	0	0	2	1	4	0	0	0	0	6391
0	0	319	0	49000	0	49000	0	0	0	0	1	0	0	0	0	38	0	1	1	3	0	6	0	0	0	0	319
0	0	2510	300	90750	78450	0	0	0	2400	0	0	0	0	0	1	31	0	1	1	1	1	8	0	0	0	0	2210
0	300	2400	570	48605	43235	0	0	0	0	0	1	0	0	0	0	35	0	1	0	1	2	5	1	0	0	0	2130
0	0	1200	50	32929	17367	11912	0	0	0	0	0	0	1	0	0	51	0	1	0	0	1	6	0	0	0	0	1150
0	3000	18	20	32341	30216	0	0	0	0	0	0	0	0	0	0	30	0	1	0	1	0	5	0	0	0	0	2998
0	500	154	0	32453	32423	0	0	0	0	0	0	0	1	0	0	37	0	1	0	1	0	4	0	0	0	0	654
8000	500	467	0	29926	29576	0	0	0	0	0	0	0	0	1	0	38	0	1	0	1	2	5	0	0	0	0	8967
0	660	167	100	48830	48725	0	0	0	0	0	0	0	1	0	0	44	0	1	0	0	3	7	0	0	0	0	727
0	500	129	200	36080	32280	0	0	0	0	0	1	0	0	0	0	45	0	1	0	0	4	8	1	0	0	0	429
0	0	3198	300	71644	53748	17596	0	0	0	0	0	0	0	0	1	39	0	1	0	1	2	7	1	0	0	0	2898
