year	emp	wage	cap	indoutpt	n	w	k	ys	id
1977	12.072	18.726999	2.3629	127.164	2.4908886	2.9299662	.85988969	4.8454776	43
1978	17.858999	15.7567	2.4417	127.3866	2.8825076	2.7572656	.89269453	4.8472266	43
1979	17.698999	16.1252	2.3225	124.6424	2.8735082	2.7803833	.84264421	4.825449	43
1980	17.919001	16.6001	2.2544999	118.9132	2.8858616	2.8094087	.8129282	4.7783937	43
1981	10.983	24.500799	2.3283999	99.357597	2.3963487	3.1987057	.84518129	4.5987253	43
1982	9.882	28.218399	2.0258	97.242798	2.290715	3.3399742	.70596468	4.5772109	43
1983	8.941	29.1313	1.8637	97.194397	2.1906474	3.3718133	.62256378	4.5767131	43
1977	.78100002	23.728701	.24240001	116.225	-.2471801	3.1666853	-1.417166	4.755528	44
1978	.83999997	21.9247	.2341	114.975	-.17435342	3.0876138	-1.4520069	4.7447147	44
1979	.88099998	21.6863	.25799999	111.825	-.12669767	3.0766807	-1.3547957	4.7169352	44
1980	.86500001	20.9797	.2378	106.675	-.14502576	3.0435553	-1.4363253	4.6697869	44
1981	.71100003	20.5714	.2024	97.300003	-.34108281	3.0239017	-1.5975094	4.5777988	44
1982	.58899999	22.011	.1717	89.525002	-.52932912	3.0915422	-1.7620065	4.4945178	44
1983	.75599998	23.707899	.1697	89.599998	-.27971393	3.1658082	-1.7737231	4.4953551	44
1977	32.290001	24.8594	11.4903	127.164	3.4747577	3.2132359	2.4415033	4.8454776	45
1978	33.916	25.780399	11.571	127.3866	3.5238869	3.2496145	2.4485021	4.8472266	45
1979	34.389	26.4298	12.8854	124.6424	3.5377367	3.2744923	2.5560949	4.825449	45
1980	33.348	29.2707	13.173	118.9132	3.5069978	3.3765869	2.5781693	4.7783937	45
1981	31.034	28.0546	11.6649	99.357597	3.4350834	3.3341527	2.4565842	4.5987253	45
1982	26.226	32.165401	10.877	97.242798	3.2667513	3.4708915	2.3866506	4.5772109	45
1983	24.379	32.5037	10.1733	97.194397	3.193722	3.481354	2.3197665	4.5767131	45
1976	2.971	19.5527	1.0240999	126.7636	1.0888985	2.9731133	.023814125	4.8423238	46
1977	3.0650001	19.2621	.9267	128.3653	1.1200476	2.9581394	-.076125398	4.8548799	46
1978	3.03	18.7115	.90679997	124.4507	1.1085626	2.9291384	-.097833388	4.8239098	46
1979	2.96	21.902901	.9192	125.2176	1.0851892	3.0866191	-.084251545	4.8300529	46
1980	2.5569999	19.7124	.86320001	100	.93883467	2.9812479	-.14710885	4.6051702	46
1981	2.266	23.8853	.85049999	97.430496	.81801617	3.1732633	-.16193089	4.5791392	46
1982	2.168	26.339199	.79949999	96.679703	.77380508	3.2710583	-.22376876	4.5714035	46
1976	2.4260001	27.3671	.52590001	116.4	.88624388	3.3093417	-.64264417	4.7570324	47
1977	2.142	25.9189	.40549999	115.7	.76173997	3.2549725	-.90263444	4.7510004	47
1978	1.973	24.839199	.36050001	112.8	.67955524	3.2124231	-1.0202633	4.7256165	47
1979	1.794	24.450001	.33970001	108.9	.5844478	3.1966302	-1.0796924	4.6904302	47
1980	1.553	22.2279	.31479999	100	.44018853	3.1013482	-1.1558177	4.6051702	47
1981	1.225	22.238701	.25749999	89.199997	.20294087	3.1018341	-1.3567356	4.490881	47
1982	1.077	23.042101	.23109999	90.5	.074179418	3.1373229	-1.4649048	4.5053496	47
1976	1.647	25.613199	.3739	126.7636	.49895543	3.2431078	-.98376691	4.8423238	48
1977	2.3369999	23.1621	.5212	128.3653	.84886801	3.1425173	-.65162146	4.8548799	48
1978	2.3929999	23.7969	.56059998	124.4507	.87254775	3.1695554	-.57874769	4.8239098	48
1979	2.3540001	27.415199	.56669998	125.2176	.85611606	3.3110976	-.56792527	4.8300529	48
1980	2.2869999	22.884501	.61809999	100	.82724088	3.1304598	-.48110503	4.6051702	48
1981	2.0450001	26.3207	.52389997	97.430496	.71539783	3.2703557	-.64645451	4.5791392	48
1982	1.932	27.6618	.43689999	96.679703	.65855575	3.3200524	-.82805097	4.5714035	48
1976	3.7579999	27.266199	1.0149	117.6	1.3238869	3.3056479	.014790055	4.7672892	49
1977	3.6919999	24.301399	.95050001	115.875	1.3061683	3.1905339	-.050767105	4.752512	49
1978	3.721	22.9648	.90710002	113.525	1.3139924	3.1339626	-.097502559	4.7320232	49
1979	3.6989999	22.3913	.97060001	109.875	1.3080624	3.1086724	-.029840833	4.6993432	49
1980	3.447	22.239799	.88059998	102.225	1.2375042	3.1018834	-.12715182	4.6271763	49
1981	2.836	20.686899	.77649999	91.900002	1.0423946	3.0295007	-.25295866	4.5207009	49
1982	2.6129999	21.7929	.65079999	90.175003	.96049893	3.0815842	-.42955291	4.5017524	49
1976	72.862	25.4009	26.8554	106.1747	4.2885671	3.2347846	3.290467	4.6650858	50
1977	73.291	22.790501	25.636499	108.9675	4.2944379	3.1263437	3.2440171	4.6910496	50
1978	70.773003	22.2787	26.1747	107.8624	4.2594776	3.103631	3.2647934	4.6808562	50
1979	72.542	22.929501	25.7472	104.5668	4.2841659	3.1324244	3.2483258	4.649826	50
1980	64.803001	24.6947	22.4363	100	4.1713519	3.2065887	3.1106801	4.6051702	50
1981	48.312	24.763201	18.0145	92.742996	3.8776801	3.2093587	2.8911769	4.5298324	50
1982	40.609001	24.7381	15.8349	90.038597	3.7039897	3.2083445	2.7622163	4.5002384	50
1976	.76700002	23.3293	.25060001	125.8064	-.26526845	3.1497102	-1.3838972	4.834744	51
1977	.75599998	22.0299	.2244	127.9649	-.27971393	3.0924006	-1.4943252	4.8517561	51
1978	.72500002	21.699301	.2088	125.4294	-.3215836	3.07728	-1.5663784	4.8317432	51
1979	.67000002	23.4722	.1865	125.0259	-.40047753	3.1558168	-1.679324	4.8285208	51
1980	.64499998	22.8039	.1684	106.3044	-.43850499	3.1269317	-1.7814132	4.6663065	51
1981	.56	25.1938	.1384	98.072899	-.57981849	3.226598	-1.9776073	4.585711	51
1982	.55199999	27.728901	.131	96.867401	-.59420729	3.3224752	-2.032558	4.5733433	51
1976	14.179	28.0287	2.8489001	116.4	2.651762	3.3332291	1.0469329	4.7570324	52
1977	14.224	24.2376	2.6787	115.7	2.6549306	3.1879051	.98533159	4.7510004	52
1978	13.965	22.322599	2.5451	112.8	2.6365542	3.1055996	.93416995	4.7256165	52
1979	13.615	22.278999	2.5402	108.9	2.6111722	3.1036446	.93224281	4.6904302	52
1980	12.329	21.6679	2.2657001	100	2.5119543	3.0758319	.81788379	4.6051702	52
1981	10.505	22.2034	2.4591	89.199997	2.3518515	3.1002455	.89979541	4.490881	52
1982	10.973	21.640699	2.6401	90.5	2.3954377	3.0745757	.97081679	4.5053496	52
1977	6.8779998	26.023199	1.0358	116.225	1.9283279	3.2589884	.035174057	4.755528	53
1978	6.947	22.3729	1.0567	114.975	1.9383099	3.1078503	.055150837	4.7447147	53
1979	6.895	22.1866	1.0333	111.825	1.9307965	3.0994885	.032757606	4.7169352	53
1980	6.586	21.4468	1.0466	106.675	1.8849462	3.0655754	.0455468	4.6697869	53
1981	5.619	21.756001	.92460001	97.300003	1.7261537	3.0798895	-.078394063	4.5777988	53
1982	4.6849999	23.0119	.82910001	89.525002	1.5443659	3.1360114	-.18741448	4.4945178	53
1983	4.4920001	25.4869	.78390002	89.599998	1.5022981	3.2381647	-.24347378	4.4953551	53
1977	3.802	23.7966	.54189998	127.164	1.3355273	3.1695428	-.61267382	4.8454776	54
1978	4.1090002	22.6649	.58170003	127.3866	1.4131798	3.1208174	-.54180038	4.8472266	54
1979	4.211	23.049	.63069999	124.6424	1.4377002	3.1376224	-.46092498	4.825449	54
1980	4.1560001	24.870001	.64289999	118.9132	1.4245532	3.2136624	-.44176611	4.7783937	54
1981	3.7590001	22.7146	.58810002	99.357597	1.3241529	3.1230078	-.53085828	4.5987253	54
1982	3.053	26.2784	.48769999	97.242798	1.1161247	3.2687473	-.71805483	4.5772109	54
1983	2.6359999	27.3659	.41859999	97.194397	.9692626	3.3092978	-.87083948	4.5767131	54
1976	5.4819999	35.828899	.18520001	116.4	1.70147	3.5787549	-1.6863189	4.7570324	55
1977	6.5279999	33.745098	.2395	115.7	1.8761005	3.5188351	-1.4292018	4.7510004	55
1978	6.901	32.785301	.3247	112.8	1.9316664	3.4899802	-1.1248536	4.7256165	55
1979	7.2080002	32.328098	.36610001	108.9	1.9751916	3.4759367	-1.0048487	4.6904302	55
1980	6.5009999	35.4856	.3876	100	1.871956	3.5691271	-.94778138	4.6051702	55
1981	5.8000002	35.0923	.43990001	89.199997	1.7578579	3.5579817	-.82120782	4.490881	55
1982	5.6560001	37.237499	.50370002	90.5	1.7327169	3.6173162	-.68577439	4.5053496	55
1976	2.9059999	22.0219	.58819997	126.7636	1.0667776	3.0920374	-.53068829	4.8423238	56
1977	3.0280001	20.558001	.58410001	128.3653	1.1079024	3.0232501	-.53768307	4.8548799	56
1978	2.9849999	20.2542	.58859998	124.4507	1.0935997	3.0083623	-.53000849	4.8239098	56
1979	2.8770001	22.7008	.56629997	125.2176	1.0567482	3.1224	-.56863135	4.8300529	56
1980	2.612	20.494801	.4948	100	.96011621	3.0201712	-.70360166	4.6051702	56
1981	2.1400001	25.0394	.38839999	97.430496	.7608059	3.2204506	-.9457196	4.5791392	56
1982	1.5599999	25.997299	.33340001	96.679703	.44468579	3.2579927	-1.0984123	4.5714035	56
1977	2.0480001	14.6551	.14120001	117.9279	.71686375	2.6847885	-1.9575779	4.7700734	57
1978	2.158	14.5408	.1384	120.2607	.76918185	2.6769586	-1.9776073	4.7896619	57
1979	2.0109999	14.4554	.1432	118.9515	.69863206	2.6710682	-1.943513	4.7787156	57
1980	1.877	14.2665	.1195	113.406	.62967473	2.6579142	-2.124439	4.7309742	57
1981	.97799999	14.2563	.088200003	98.165497	-.022245623	2.6571989	-2.4281483	4.5866547	57
1982	.83700001	15.424	.068000004	92.314201	-.17793119	2.7359247	-2.6882474	4.525198	57
1983	.81999999	16.1724	.058899999	92.120697	-.19845095	2.7833061	-2.8319142	4.5230994	57
1976	20.84	29.9837	6.9187999	116.4	3.0368743	3.4006538	1.9342424	4.7570324	58
1977	22.705	26.077101	7.9398999	115.7	3.1225851	3.2610576	2.0719006	4.7510004	58
1978	23.844999	25.526501	8.6398001	112.8	3.1715746	3.2397172	2.1563795	4.7256165	58
1979	23.073	24.4342	8.2435999	108.9	3.1386631	3.1959839	2.1094372	4.6904302	58
1980	20.52	23.927799	8.6848001	100	3.0214	3.175041	2.1615744	4.6051702	58
1981	16.499001	25.0674	8.0987997	89.199997	2.8032999	3.2215681	2.0917158	4.490881	58
1982	13.949	25.539801	4.6929998	90.5	2.6354079	3.240238	1.546072	4.5053496	58
1977	9.849	18.2812	1.3387001	117.9279	2.28737	2.9058733	.29169902	4.7700734	59
1978	9.5979996	17.1099	1.1058	120.2607	2.2615547	2.8396573	.10056908	4.7896619	59
1979	8.9429998	16.3748	1.0513	118.9515	2.190871	2.7957435	.050027542	4.7787156	59
1980	7.5539999	16.273001	.89630002	113.406	2.0220773	2.7895074	-.10948008	4.7309742	59
1981	5.8340001	17.3946	.6688	98.165497	1.7637029	2.8561599	-.40227023	4.5866547	59
1982	4.743	19.509199	.53210002	92.314201	1.5566698	2.970886	-.63092381	4.525198	59
1983	3.9820001	20.3419	.4639	92.120697	1.3817842	3.0126827	-.76808625	4.5230994	59
1976	3.1099999	25.520599	.76359999	103.7669	1.1346227	3.239486	-.2697112	4.6421471	60
1977	1.147	24.587299	.39230001	106.9042	.1371498	3.20223	-.93572843	4.6719332	60
1978	.75800002	23.163	.1804	109.4623	-.27707186	3.1425562	-1.7125787	4.69558	60
1979	.76899999	21.9189	.1691	111.9345	-.26266432	3.0873492	-1.7772651	4.7179141	60
1980	.73100001	20.4489	.1463	100	-.3133418	3.0179291	-1.9220959	4.6051702	60
1981	.99800003	21.5611	.17209999	93.186203	-.0020019768	3.0708907	-1.7596797	4.5345998	60
1982	.88599998	21.102301	.1314	90.816399	-.12103835	3.049382	-2.0295091	4.5088401	60
1977	2.4790001	21.6332	.4948	104.5512	.90785527	3.0742292	-.70360166	4.6496768	61
1978	2.503	21.3619	.4307	107.5437	.91749001	3.061609	-.84234345	4.6778975	61
1979	2.586	21.6716	.4391	110.0804	.95011228	3.0760026	-.82302809	4.701211	61
1980	2.612	22.2521	.46329999	108.9509	.96011621	3.1024363	-.76938051	4.6908975	61
1981	2.2309999	22.268999	.44780001	98.2966	.80244988	3.1031954	-.80340856	4.5879893	61
1982	1.827	24.0683	.3849	92.593697	.60267532	3.1808956	-.9547717	4.5282211	61
1983	1.71	22.808201	.33860001	91.5326	.53649342	3.1271203	-1.0829358	4.516695	61
1977	2.763	16.0079	.14929999	117.9279	1.016317	2.7730823	-1.9017977	4.7700734	62
1978	2.6900001	15.7933	.14139999	120.2607	.98954123	2.7595859	-1.9561626	4.7896619	62
1979	2.651	15.7482	.1373	118.9515	.97493696	2.756726	-1.985587	4.7787156	62
1980	2.5320001	15.6637	.1278	113.406	.92900956	2.7513459	-2.0572886	4.7309742	62
1981	2.2479999	16.4161	.1088	98.165497	.81004089	2.7982626	-2.2182438	4.5866547	62
1982	1.761	17.693199	.0942	92.314201	.56588185	2.8731804	-2.3623352	4.525198	62
1983	1.85	18.9452	.1433	92.120697	.61518568	2.9415505	-1.9428149	4.5230994	62
1976	.81199998	39.104301	.58829999	110.1	-.20825496	3.6662326	-.53051829	4.7013888	63
1977	.829	34.5228	.54430002	109.2	-.18753512	3.54162	-.60825467	4.693181	63
1978	.861	33.496498	.5474	111.9	-.14966077	3.511441	-.60257548	4.7176056	63
1979	.85699999	32.6866	.56709999	111	-.15431736	3.4869652	-.56721961	4.7095304	63
1980	.86699998	30.738501	.53100002	100	-.14271632	3.4255159	-.63299322	4.6051702	63
1981	.84200001	31.9259	.44409999	89	-.17197526	3.4634175	-.81170553	4.4886365	63
1982	.81800002	33.823101	.40110001	90.900002	-.20089293	3.5211439	-.91354448	4.5097599	63
1976	9.0740004	33.706799	1.8112	110.1	2.2054131	3.5176995	.59398961	4.7013888	64
1977	9.5620003	29.4653	1.8613	109.2	2.257797	3.3832133	.62127519	4.693181	64
1978	9.4879999	29.7516	1.9375	111.9	2.2500279	3.3928828	.66139847	4.7176056	64
1979	9.5900002	27.6723	1.8433	111	2.260721	3.3204319	.61155742	4.7095304	64
1980	9.3800001	25.797501	1.7134	100	2.2385798	3.2502775	.53847969	4.6051702	64
1981	8.3579998	27.2806	1.4133	89	2.1232193	3.3061757	.34592742	4.4886365	64
1982	7.0359998	27.9863	1.2695	90.900002	1.9510398	3.3317151	.23862314	4.5097599	64
1976	25.106001	29.993299	7.0049	110.1	3.2231069	3.400974	1.9466099	4.7013888	65
1977	24.018999	31.1199	6.98	109.2	3.1788452	3.4378474	1.943049	4.693181	65
1978	24.080999	30.733999	6.4631	111.9	3.1814232	3.4253695	1.866109	4.7176056	65
1979	23.688	26.9734	6.0222998	111	3.1649685	3.2948513	1.7954692	4.7095304	65
1980	21.739	26.2379	5.7821999	100	3.079108	3.267205	1.7547842	4.6051702	65
1981	18.584999	28.428101	6.3329	89	2.9223547	3.347378	1.8457583	4.4886365	65
1982	19.566	26.800301	6.237	90.900002	2.9737933	3.288413	1.8304993	4.5097599	65
1977	8.5	32.8913	5.2909999	109.875	2.1400661	3.4932082	1.6660073	4.6993432	66
1978	8.5	30.0208	5.4821	109.875	2.1400661	3.4018905	1.7014883	4.6993432	66
1979	8.3000002	30.323799	5.7722001	111.675	2.1162555	3.4119329	1.7530533	4.7155929	66
1980	8.3000002	28.0602	5.8627	108.25	2.1162555	3.3343523	1.7686102	4.6844435	66
1981	7.6999998	28.345301	5.5780001	97.25	2.0412202	3.3444612	1.7188303	4.5772848	66
1982	7	35.3102	5.2565999	89.474998	1.9459101	3.5641718	1.6594844	4.4939594	66
1983	6.9000001	30.0644	5.1087999	91.650002	1.9315214	3.4033418	1.6309645	4.5179768	66
1976	11.658	16.9153	.63779998	117.0448	2.4559927	2.8282185	-.44973055	4.7625566	67
1977	12.271	18.364901	.64579999	120.5774	2.5072389	2.9104412	-.43726543	4.7922916	67
1978	12.251	18.662901	.71810001	119.3105	2.5056076	2.9265378	-.33114642	4.7817292	67
1979	11.82	20.322701	.7518	117.8746	2.4697931	3.0117385	-.28528494	4.7696214	67
1980	10.886	20.3881	.67830002	100	2.3874776	3.0149515	-.38816556	4.6051702	67
1981	9.6000004	20.462099	.5948	92.662102	2.2617631	3.0185742	-.51953006	4.5289598	67
1982	9.7659998	20.2388	.55699998	91.270401	2.2789071	3.0076015	-.58519006	4.5138264	67
1976	3.74	36.437901	4.1327	110.1	1.3190856	3.5956094	1.4189309	4.7013888	68
1977	3.7780001	33.8451	4.3586998	109.2	1.3291948	3.5217943	1.4721738	4.693181	68
1978	3.8110001	34.311401	4.4966002	111.9	1.3378917	3.5354776	1.5033216	4.7176056	68
1979	4.4400001	30.320101	5.9594002	111	1.4906543	3.4118109	1.7849698	4.7095304	68
1980	6.3080001	27.171	5.1318998	100	1.8418187	3.3021502	1.6354759	4.6051702	68
1981	5.8610001	28.2645	4.7757001	89	1.7683202	3.3416066	1.5635406	4.4886365	68
1982	5.4289999	27.904699	4.0679998	90.900002	1.6917549	3.3287952	1.4031514	4.5097599	68
1977	1.272	31.0518	.373	109.875	.24059042	3.4356568	-.98617685	4.6993432	69
1978	1.2920001	31.001499	.39520001	109.875	.25619146	3.4340355	-.92836326	4.6993432	69
1979	1.386	30.1143	.41780001	111.675	.32642192	3.4050002	-.87275243	4.7155929	69
1980	1.46	27.9505	.50529999	108.25	.37843648	3.330435	-.682603	4.6844435	69
1981	1.351	26.498199	.48199999	97.25	.30084503	3.2770767	-.72981119	4.5772848	69
1982	1.365	28.112101	.4646	89.474998	.31115443	3.3362	-.76657844	4.4939594	69
1983	1.4630001	27.971201	.43939999	91.650002	.38048917	3.3311753	-.82234514	4.5179768	69
1977	2.6489999	23.645399	.30739999	104.5512	.97418219	3.1631687	-1.1796055	4.6496768	70
1978	2.5050001	22.2871	.30219999	107.5437	.91828877	3.104008	-1.1966662	4.6778975	70
1979	2.4030001	22.3043	.30239999	110.0804	.87671798	3.1047795	-1.1960046	4.701211	70
1980	2.247	21.978901	.28569999	108.9509	.809596	3.0900829	-1.252813	4.6908975	70
1981	1.853	20.344801	.3301	98.2966	.61680597	3.0128255	-1.1083597	4.5879893	70
1982	1.322	23.1259	.24240001	92.593697	.27914575	3.1409533	-1.417166	4.5282211	70
1983	.81599998	25.159	.148	91.5326	-.20334095	3.2252157	-1.910543	4.516695	70
1976	1.6	27.6175	.3272	102.5303	.47000363	3.3184497	-1.1171837	4.6301584	71
1977	1.429	23.0534	.32440001	106.1199	.3569749	3.1378133	-1.125778	4.6645699	71
1978	1.605	23.2288	.433	108.8228	.47312376	3.1453929	-.83701754	4.6897206	71
1979	1.798	23.906601	.46270001	111.3165	.58667493	3.1741545	-.77067637	4.7123775	71
1980	1.586	22.5639	.2929	102.9836	.46121511	3.1163514	-1.227924	4.6345696	71
1981	1.011	23.937799	.2295	94.889603	.010939977	3.1754587	-1.4718523	4.5527143	71
1982	.91299999	23.933599	.2184	91.408798	-.091019414	3.1752832	-1.521427	4.5153418	71
1976	13.353	30.6087	2.3559	103.7669	2.5917411	3.4212842	.85692286	4.6421471	72
1977	12.255	29.0961	2.1592	106.9042	2.505934	3.370604	.76973778	4.6719332	72
1978	11.963	29.8629	2.0213001	109.4623	2.4818187	3.3966169	.70374089	4.69558	72
1979	11.776	32.937199	1.9421	111.9345	2.4660635	3.4946027	.6637699	4.7179141	72
1980	11.318	32.134899	1.9499	100	2.4263945	3.4699426	.66777813	4.6051702	72
1981	8.7810001	34.703899	1.728	93.186203	2.1725903	3.5468521	.5469647	4.5345998	72
1982	7.619	33.998699	1.904	90.816399	2.0306451	3.5263224	.64395696	4.5088401	72
1977	1.341	35.6866	.4501	104.5512	.29341558	3.5747752	-.79828548	4.6496768	73
1978	1.385	32.4538	.4686	107.5437	.32570013	3.4798176	-.75800574	4.6778975	73
1979	1.401	30.558599	.46790001	110.0804	.33718628	3.419646	-.75950068	4.701211	73
1980	1.401	33.242401	.43130001	108.9509	.33718628	3.5038261	-.84095132	4.6908975	73
1981	1.34	33.0928	.44909999	98.2966	.29266962	3.4993157	-.80050975	4.5879893	73
1982	1.232	34.538799	.2139	92.593697	.20863886	3.5420833	-1.5422467	4.5282211	73
1983	.66500002	34.942001	.1647	91.5326	-.40796819	3.5536895	-1.8036296	4.516695	73
1977	3.2379999	22.4104	.53210002	104.5512	1.1749558	3.1095252	-.63092381	4.6496768	74
1978	3.346	21.339899	.57459998	107.5437	1.2077656	3.0605786	-.55408114	4.6778975	74
1979	3.3069999	22.132401	.6099	110.0804	1.1960415	3.0970426	-.49446028	4.701211	74
1980	3.293	23.0215	.6056	108.9509	1.191799	3.1364286	-.50153559	4.6908975	74
1981	2.5450001	21.369801	.46610001	98.2966	.93413067	3.0619788	-.76335508	4.5879893	74
1982	2.339	22.9254	.4095	92.593697	.84972346	3.1322455	-.89281839	4.5282211	74
1983	2.062	23.856001	.35690001	91.5326	.72367638	3.1720357	-1.0302997	4.516695	74
1976	2.8629999	26.638599	.93610001	103.7669	1.05187	3.2823613	-.066032961	4.6421471	75
1977	2.9979999	24.866199	.91000003	106.9042	1.0979453	3.2135093	-.094310649	4.6719332	75
1978	2.9289999	24.623501	.88370001	109.4623	1.074661	3.2037013	-.12363762	4.69558	75
1979	2.842	25.566099	.75510001	111.9345	1.044508	3.2412672	-.28090507	4.7179141	75
1980	2.3050001	24.8379	.62550002	100	.83508068	3.2123706	-.46920392	4.6051702	75
1981	2.175	26.684799	.59649998	93.186203	.77702862	3.2840941	-.51667607	4.5345998	75
1982	2.049	26.8873	.50520003	90.816399	.71735185	3.2916541	-.68280083	4.5088401	75
1976	4.6700001	25.9291	.97119999	102.5303	1.541159	3.2553658	-.02922287	4.6301584	76
1977	4.618	24.060499	.92000002	106.1199	1.5299617	3.1805716	-.083381593	4.6645699	76
1978	4.6220002	24.1003	.89099997	108.8228	1.5308275	3.1822243	-.11541088	4.6897206	76
1979	5.0029998	25.428801	.96429998	111.3165	1.6100377	3.2358825	-.036352854	4.7123775	76
1980	4.9569998	26.630899	.93769997	102.9836	1.6008006	3.2820721	-.064325236	4.6345696	76
1981	4.4510002	28.103001	.86290002	94.889603	1.4931289	3.3358765	-.14745645	4.5527143	76
1982	3.8710001	30.0096	.76929998	91.408798	1.3535129	3.4015174	-.2622743	4.5153418	76
1977	6.73	18.5294	1.2649	104.5512	1.9065752	2.9193587	.23499304	4.6496768	77
1978	6.5409999	18.2251	1.2887	107.5437	1.87809	2.9027998	.25363395	4.6778975	77
1979	5.7719998	19.808001	1.4315	110.0804	1.7530186	2.9860859	.35872281	4.701211	77
1980	5.6240001	20.7628	1.2471	108.9509	1.7270432	3.0331628	.22082086	4.6908975	77
1981	4.3870001	20.941601	1.013	98.2966	1.4786457	3.0417376	.012916236	4.5879893	77
1982	4.461	20.117201	.90759999	92.593697	1.4953729	3.0015752	-.096951544	4.5282211	77
1983	4.9039998	19.8944	.92640001	91.5326	1.5900512	2.9904382	-.076449163	4.516695	77
1976	6.796	26.2715	1.2276	102.5303	1.9163342	3.2684846	.20506103	4.6301584	78
1977	7.1339998	25.423	1.1722	106.1199	1.9648721	3.2356544	.15888229	4.6645699	78
1978	7.5170002	25.424601	1.1783	108.8228	2.0171671	3.2357173	.16407274	4.6897206	78
1979	8.3830004	25.5772	1.1592	111.3165	2.1262059	3.2417014	.14773007	4.7123775	78
1980	7.658	24.439899	1.0476	102.9836	2.0357509	3.1962171	.046501864	4.6345696	78
1981	6.5890002	24.883301	.80369997	94.889603	1.8854016	3.2141969	-.21852925	4.5527143	78
1982	6.0770001	25.686399	.69370002	91.408798	1.8045112	3.2459617	-.36571565	4.5153418	78
1976	.456	20.5816	.1082	93.599998	-.78526247	3.0243974	-2.223774	4.5390306	79
1977	.54400003	22.628599	.1145	97.800003	-.60880595	3.1192145	-2.1671805	4.5829248	79
1978	.61799997	22.9645	.1565	102.6	-.48126686	3.1339495	-1.8546993	4.6308379	79
1979	.82800001	20.2749	.1935	102.2	-.18874212	3.0093837	-1.6424778	4.6269317	79
1980	.75	22.792	.15099999	100	-.28768209	3.1264095	-1.8904755	4.6051702	79
1981	.60399997	22.8452	.1301	93.900002	-.50418115	3.128741	-2.0394518	4.5422306	79
1982	.62099999	22.389999	.1194	98.199997	-.47642422	3.1086144	-2.1252761	4.5870061	79
1976	2.9849999	23.1108	.54720002	103.7669	1.0935997	3.1403	-.60294086	4.6421471	80
1977	2.635	22.0767	.53109998	106.9042	.96888316	3.0945227	-.63280499	4.6719332	80
1978	2.5610001	22.440901	.63249999	109.4623	.94039786	3.1108851	-.45807508	4.69558	80
1979	2.842	23.5774	.8348	111.9345	1.044508	3.1602886	-.18056309	4.7179141	80
1980	2.9909999	22.550501	.81779999	100	1.0956078	3.1157572	-.20113748	4.6051702	80
1981	2.7820001	22.987801	.7489	93.186203	1.0231701	3.1349638	-.28914982	4.5345998	80
1982	2.5	23.372299	.65270001	90.816399	.91629076	3.1515515	-.42663765	4.5088401	80
1976	.85699999	28.028099	.1319	116.4	-.15431736	3.3332076	-2.0257113	4.7570324	81
1977	.86500001	24.6311	.12989999	115.7	-.14502576	3.2040098	-2.0409904	4.7510004	81
1978	.85699999	23.2267	.1811	112.8	-.15431736	3.1453025	-1.7087059	4.7256165	81
1979	.78899997	22.7316	.16760001	108.9	-.23698899	3.1237559	-1.786175	4.6904302	81
1980	.79000002	21.758801	.1477	100	-.2357223	3.0800183	-1.9125721	4.6051702	81
1981	.704	23.7841	.1241	89.199997	-.35097691	3.1690173	-2.0866675	4.490881	81
1982	.67299998	25.703699	.1153	90.5	-.39600998	3.246635	-2.1602178	4.5053496	81
1976	5.842	38.300301	.51450002	116.4	1.7650732	3.6454577	-.66455966	4.7570324	82
1977	5.033	33.3325	.48140001	115.7	1.6160163	3.5065329	-.73105675	4.7510004	82
1978	4.961	34.5783	.54689997	112.8	1.6016073	3.5432262	-.60348934	4.7256165	82
1979	5.059	34.411701	.53600001	108.9	1.6211689	3.5383966	-.62362111	4.6904302	82
1980	4.8860002	35.873402	.5535	100	1.586374	3.5799961	-.59149355	4.6051702	82
1981	4.868	36.060101	.493	89.199997	1.5826832	3.585187	-.70724612	4.490881	82
1982	4.7350001	39.867001	.47830001	90.5	1.5549817	3.685549	-.73751712	4.5053496	82
1977	7.0450001	24.070601	1.5167	127.164	1.9523182	3.1809912	.41653693	4.8454776	83
1978	7.0040002	22.738701	1.4989001	127.3866	1.9464815	3.1240683	.40473154	4.8472266	83
1979	6.7740002	24.3349	1.3676	124.6424	1.9130918	3.1919115	.31305736	4.825449	83
1980	5.9590001	26.8568	1.3882999	118.9132	1.7849027	3.290519	.32807994	4.7783937	83
1981	4.7410002	25.9133	1.2460001	99.357597	1.5562481	3.2547565	.21993846	4.5987253	83
1982	3.78	26.9505	1.0578001	97.242798	1.329724	3.2940018	.056191333	4.5772109	83
1983	3.296	29.193399	.86870003	97.194397	1.1927096	3.3739426	-.14075741	4.5767131	83
1976	11.004	20.639	1.9605	94.665703	2.3982589	3.0271826	.67319953	4.5503516	84
1977	12.816	17.010799	2.2200999	96.389999	2.5506945	2.8338485	.79755223	4.5684023	84
1978	15.377	16.4804	2.681	98.607803	2.732873	2.8021717	.98618984	4.5911503	84
1979	16.205999	17.922199	4.4601998	100.3584	2.7853816	2.8860402	1.4951936	4.608748	84
1980	16.402	19.347401	4.9271998	100.1834	2.7974033	2.962558	1.5947708	4.6070027	84
1981	16.086	20.607401	4.6954999	98.674301	2.7779493	3.0256503	1.5466046	4.5918245	84
