store	chain	co_owned	state	southj	centralj	northj	pa1	pa2	shore	ncalls	empft	emppt	nmgrs	wage_st	inctime	firstinc	meals	open	hoursopen	pricesoda	pricefry	priceentree	nregisters	nregisters11	time
97	2	0	1	0	1	0	0	0	0	2	0	12	4	4.25	13	.25	2	11	10	1.02	.75	2.5599999	3	2	0
98	2	0	1	0	1	0	0	0	1	0	0	20	4	4.25	13	.40000001	3	11	10	1.0599999	.80000001	2.5599999	3	3	0
99	3	1	1	0	1	0	0	0	1	0	60	40	5	4.75	26	.15000001	2	0	24	1.23		2.3	8	6	0
101	3	0	1	0	1	0	0	0	1	3	4.5	15	3	4.75	26	.15000001	2	7	15	1.2	1.1799999	1.0599999	6	4	0
102	3	0	1	1	0	0	0	0	0	2	12	13	3	4.4000001	52	.2	2	7	16	1.0599999	.91000003	1.0700001	6	4	0
104	4	0	1	0	1	0	0	0	1	0	40	20	3	4.6199999	4	.31999999	2	10.5	11.5	.94999999	.83999997	.94	2	2	0
105	1	0	1	0	0	1	0	0	0	2	0	40	4	4.25	10		2	6.5	16.5	.95999998	1	1.03	4	2	0
106	1	0	1	0	0	1	0	0	0	0	0	35	3	4.25	26	.27000001	3	7	16	1.0599999	.94999999	.94999999	2	1	0
107	1	1	1	0	0	1	0	0	0	0	6	11	3	4.25	8	.31999999	1	8	14.5	1.17	.94999999	.94999999	3	3	0
108	1	0	1	0	0	1	0	0	0	2	13.5	15	4	4.25	26	.37	1	7	17	1.27	1.01	1.0599999	3	3	0
111	3	0	1	0	0	1	0	0	0	0	17	14	3	4.25	2	.41999999	3	7	16	1.17	1.0599999	1.01	5	5	0
114	1	0	1	0	1	0	0	0	0	2	0	35	5	4.75	26	.56999999	2	7	16	1.0700001	.94999999	.94999999	3		0
115	1	0	1	0	1	0	0	0	0	0	20	25	4	4.75	4	.30000001	1	7	17	1.0599999	.94999999	1.0599999	4	3	0
116	1	0	1	0	1	0	0	0	0	0	4	22.5	2	4.25	18	.37	2	8.5	13	1.49	1.02	1.11	7	3	0
118	1	0	1	0	0	1	0	0	0	3	10	15	4	4.25	26	.15000001	2	7	15	1.0599999	.94999999	1.01	4	2	0
119	1	0	1	0	0	1	0	0	0	2	12	19	3	4.75	13	.27000001	3	6.5	16.5	1.0599999	.91000003	.94999999	3	3	0
120	1	1	1	0	1	0	0	0	0	3	0	32	3	4.5			2	7	16	1.13	.98000002	1.04	3	2	0
122	1	0	1	0	0	1	0	0	0	0	1	38	5	4.25	4	.2	1	9	12.5		1.12	1.12	5	3	0
124	1	0	1	0	1	0	0	0	0	1	8	10	3	4.25	13	.25	2	8	15	1.0599999	.91000003	1.04	2	2	0
125	2	0	1	0	1	0	0	0	0	0	15	0	4	4.5	26	.25	1	10	12.5	.91000003	.85000002	2.3399999	3	2	0
130	3	1	1	0	1	0	0	0	0	2	7	25.5	3	4.5	19	.30000001	2	5	18	1.12	1.0700001	1	4	3	0
132	3	1	1	0	1	0	0	0	0	0	20	20	5	4.5	26	.25	2	0	24	1.28	1.0599999	2.3	5	3	0
133	3	1	1	0	1	0	0	0	0	0	6	16	2	4.75	26		2	6	17	1.12	1.0700001	1.0599999	4	3	0
134	3	0	1	0	1	0	0	0	0	2	5.5	25	3	4.6199999			2	6	16	1.09		.94999999	4	3	0
136	3	1	1	0	1	0	0	0	0	2	14.5	14.5	5	4.25	21	.27000001	2	6	17	1.12	1.0700001	1.1	5	4	0
137	3	1	1	0	0	1	0	0	0	3	15	25	3	4.25	26	.15000001	2	6	16	1.12	1.0599999	1.02	6	4	0
140	4	0	1	0	1	0	0	0	0	0	0	40	3	4.5	26	.37	2	10.5	11.5	.91000003	.86000001	1.0599999	2	2	0
141	4	0	1	0	1	0	0	0	0	0	10	15	4	4.75	13	.27000001	2	10.5	12.5	1.02	.91000003	1.0599999	2	2	0
142	4	0	1	0	0	1	0	0	0	0	15	35	4	4.25	26	.15000001	2	10	11.5	1.0599999	.94999999	1.0599999	2	2	0
146	1	0	1	0	0	1	0	0	0	3	8	20	5	4.8000002	26	.25	2	7	16	1.0599999	1	1.0599999	4	3	0
149	1	0	1	0	0	1	0	0	0	1	0	20	4	4.5	26	.27000001	3	7	16	1.0599999	.94999999	.94999999	2	1	0
150	1	0	1	0	0	1	0	0	0	2	0	27.5	3.5	4.6700001	26	.27000001	2	7	16	1.23	.88999999	.88999999	3	3	0
156	1	0	1	0	0	1	0	0	0	0	8	15	3	4.8699999	6	.25	1	7	15	1.0599999	.94999999	1.02	8	3	0
158	2	0	1	0	0	1	0	0	0	1	2	7	3	4.5	4	.12	1	11	10	.92000002	.69999999	2.3399999	3	3	0
159	2	0	1	0	0	1	0	0	0	8	6	12	2	4.5	4	.12	1	10.5	10.5	.98000002	.85000002	2.3399999	3	3	0
162	3	1	1	0	0	1	0	0	0	2	0	40	3	4.75	26	.17	2	6	16.5	1.12	1.02	1.0599999		1	0
166	4	0	1	0	0	1	0	0	0	0	8	32	5	4.75	26	.25	2	10.5	11.5	.94999999	.85000002	1.0599999	2	2	0
168	1	0	1	0	0	1	0	0	0	0	5	20	4	4.25	4	.25	1	7	15	1.0599999	.94999999	.94999999	3	3	0
171	1	1	1	0	0	1	0	0	1	0	2	32	3	4.25	8	.25	2	7	16	1.09	.94999999	1.04	3	3	0
172	1	0	1	0	0	1	0	0	0	0	0	24	5	4.75	13	.25	1	9	12.5	1.12	1.02	1.0599999	5	4	0
173	1	0	1	0	0	1	0	0	0	3	6	40	10	4.8499999	26	.15000001	2	6.5	17.5	1.0599999	.94999999	.98000002	4	3	0
174	1	0	1	0	0	1	0	0	1	2	11	20	4	4.75	26	.15000001	2	7	16	1.1799999	.88	.98000002	4	3	0
176	1	0	1	0	0	1	0	0	0	0	15	21	4	4.6199999	13	.12	1	7	16	1.0599999		1.05	4	4	0
178	2	1	1	0	0	1	0	0	1	0	13	12	3	4.25	52	.2	1	11	10	.91000003	.85000002	2.3399999	3	2	0
179	2	0	1	0	0	1	0	0	0	2	2	12	3	4.25	13	.25	1	10.5	10.5	.91000003	.91000003	2.3399999	3	3	0
180	2	0	1	0	0	1	0	0	1	0	8	3	4	4.5	26	.25	2	11	11	1.0599999	1.01	2.6600001	4	2	0
182	2	0	1	1	0	0	0	0	1	0	3	15	3	4.5	4	.25	2	11	11	1.0599999	1.01	2.6600001	4	3	0
183	2	0	1	0	0	1	0	0	0	0	12	4	4	4.6199999	20	.33000001	3	11	11	1.0599999	1.01	2.6600001	4	3	0
185	2	0	1	0	1	0	0	0	1	0	2	9	3	4.5	13	.2	2	11	10.5	1.0599999	1.01	2.6600001	4	4	0
186	3	0	1	0	0	1	0	0	0	3	10	20	4	4.75	26	.15000001	2	6	16	1.12	1.02	.94999999	5	3	0
189	3	0	1	0	0	1	0	0	0	0	4	15	3	4.75	39	.2	2	7	15	1.12	1.0700001	1.12	4	2	0
192	4	0	1	0	0	1	0	0	0	2	20	10	4	4.8699999	26	.17	2	10	12	.91000003	.85000002	1.0599999	2	2	0
193	4	0	1	0	0	1	0	0	1	3	1	13	3	4.5	13	.12	2	10	11	.94999999	.85000002	.99000001	2	1	0
195	4	0	1	0	0	1	0	0	1	3	0	30	3	4.25	26		2	10.5	11.5	1.0599999	.85000002	1.0599999	2	2	0
198	1	0	1	0	0	1	0	0	0	0			4	4.25	4	.12	3	7	16	1.0599999	.94999999	.94999999	3	3	0
199	2	0	1	0	0	1	0	0	0	0	0	12	3	4.3499999		.12	1	11	10	.85000002	.80000001	2.3399999	4	3	0
200	1	0	1	0	0	1	0	0	0	0	0	60	3	4.25	9	.2	2	6	18	1.0599999	.91000003	.98000002	4	3	0
201	1	0	1	0	0	1	0	0	0	0	0	33	3	4.5	26	.34999999	2	7	17	1.0599999	1.02	.94999999	3	3	0
202	1	0	1	0	0	1	0	0	0	2	30	14	4	4.25	4	.37	2	6	19	1.17	.94999999	.63	3	3	0
203	1	0	1	0	0	1	0	0	0	2	9	12	2	4.25	26	.15000001	2	7	17	1.0599999	.94999999	.94999999	3	3	0
204	1	0	1	0	0	1	0	0	0	0	10	8.5	4	4.25	13	.27000001	2	6.5	17.5	1.0599999	1	1.0599999	3	3	0
207	2	1	1	0	0	1	0	0	0	0	8	10	4	4.75	8	.25	1	11	12	1.0599999	.85000002	2.3399999	4	2	0
208	3	1	1	0	0	1	0	0	0	1	12	32	4	4.6199999	26	.15000001	2	6	17	1.1900001	.94	.85000002	4	4	0
209	3	1	1	0	0	1	0	0	0	0	4	36	4	4.25	26	.12	2	6	18	1.17	.94999999	.94999999	5	5	0
210	4	1	1	0	0	1	0	0	0	3	0	19	2	4.5	13	.17	2	10.5	11.5	1.0599999	.94999999	.94999999	4	2	0
211	1	0	1	1	0	0	0	0	0	2	3	28	4	4.5	13		2	7	15	1.02	.94999999	.94999999	3	3	0
212	1	0	1	1	0	0	0	0	0	0	11	17.5	3	4.5	13	.17	1	7	16	1.0599999	.88	.83999997	3	2	0
213	1	1	1	1	0	0	0	0	0	1	4.5	20	4	4.5500002	4	.15000001	2	6.5	17.5	.95999998	.93000001	.93000001	4	3	0
214	1	0	1	1	0	0	0	0	0	0	2	30	3	4.6199999	6.5	.25	2	7	16	1.02	.88999999	.91000003	2	2	0
215	1	0	1	1	0	0	0	0	0	0	10	10	3	4.5	13	.2	2	7	16	1.0599999	.88999999	.91000003	3	3	0
216	2	0	1	1	0	0	0	0	0	0	2	11	3	4.25	13	.15000001	1	11	10.5	1.0599999	.94999999	2.77	4	3	0
217	2	1	1	1	0	0	0	0	0	0	2	13	2	4.25	13	.17	1	11	10	.94999999	.74000001	2.1900001	4	3	0
218	2	1	1	1	0	0	0	0	0	0	7	4	2	4.3499999	26	.25	1	11	10	.85000002	.74000001	2.3399999	3	2	0
219	2	1	1	1	0	0	0	0	0	0	3	9	3	4.25	19	.12	2	11	10	.91000003	.74000001	2.3399999	4	3	0
220	2	0	1	1	0	0	0	0	0	4	3	15	2	4.25	13	.25	2	11	10	1.0599999	.94999999	2.77	5	3	0
221	2	0	1	1	0	0	0	0	0	0	1	28	3	4.5999999	13	.25	1	11	11	1.02	.94999999	2.5599999	4	3	0
222	3	1	1	1	0	0	0	0	0	3	2	24	3	4.25	13	.25	2	9	12.5	1.12	.85000002	1.0599999	3	1	0
223	3	1	1	1	0	0	0	0	0	2	3	18	3	4.75	13	.25	2	6	16				3	2	0
225	3	1	1	1	0	0	0	0	0	0	3	27	3	4.75	13	.2	2	6	17	1.0599999	.91000003	.91000003	6	3	0
226	4	0	1	1	0	0	0	0	0	0	0	22	2	4.25	13	.25	1	10.5	11.5	.94999999	.70999998	.94999999	2	2	0
228	4	0	1	1	0	0	0	0	0	0	3	28.5	3	4.5	13	.2	3	10.5	12.5	.94999999	.86000001	.94999999	2	2	0
229	1	0	1	0	0	1	0	0	0	2	3	40	3	4.5	26	.1	2	8.5	13.5	.94999999	.94999999	1.0599999	5	4	0
230	1	0	1	0	0	1	0	0	0	0	0	25	3	4.25	26	.1	1	7	17	1.02	.94999999	.94999999	3	2	0
232	1	0	1	0	0	1	0	0	0	3	18	6	3	4.75	26	.12	3	7	16	1.0599999	.94999999	.94999999	3	3	0
233	1	0	1	0	0	1	0	0	0	0	19	7	3	4.6500001	13	.31999999	2	7	16	1.17	.94999999	.94999999	2	2	0
235	1	0	1	0	0	1	0	0	0	2	5	17	1	4.25	26	.20999999	2	7	16	1.02	.94999999	1.04	3	2	0
237	1	0	1	0	0	1	0	0	0	2	12	11	4	4.25	13	.25	2	7	16	1.11	.94999999	1.01	2	2	0
238	2	1	1	0	0	1	0	0	0	2	0	22	3	4.75	9	.12	1	11	12	1.0599999	1.02	2.3399999	5	3	0
239	2	0	1	0	0	1	0	0	0	1	15	4	3	4.25	13	.25	1	10.5	13.5	1.05	.94999999	2.74	5	3	0
243	3	1	1	0	0	1	0	0	0	0	7	25	3	4.5	8	.25	2	6	16.5	1.0700001	1.02	.74000001	6	3	0
244	3	1	1	0	0	1	0	0	0	3	12	30	3	4.25	4	.25	2	6	18	1.17	1.12	1.02	4	3	0
247	4	0	1	0	0	1	0	0	0	3	0	40	4	4.5	13	.1	2	10.5	15.5	1.0599999	1.05	1.0599999	2	2	0
248	4	0	1	0	0	1	0	0	0	2	8	16	6	4.75	13	.37	2	10	16	1.17	.94999999	.85000002	2	2	0
249	1	0	1	1	0	0	0	0	1	1	6	6	4	4.3699999	4	.25	1	7	15	1.13	1.0599999	.94999999	3	2	0
250	2	1	1	1	0	0	0	0	1	2	1	4	2	4.5	13	.30000001	1	11	10	.85000002			4	1	0
253	3	1	1	1	0	0	0	0	0	0	7	7	3	4.8699999	52		2	7	13	1.23	1.0599999	2.3	2	2	0
257	1	0	1	1	0	0	0	0	1	2	20	10	3	4.25	39	.2	2	7	16	1.02	.88	.91000003	2	2	0
258	1	0	1	1	0	0	0	0	0	0	4	22	3	4.25	8	.15000001	2	7	16	1.0599999	.92000002	.89999998	3	3	0
260	1	1	1	1	0	0	0	0	0	2	10	20	4	4.25	4	.17	2	7	16	1.0599999	.93000001	.88	4	2	0
262	1	0	1	1	0	0	0	0	0	0	7	13	3	4.25	13	.25	2	6.5	16.5	1.0599999	.94999999	1.0599999	4	4	0
264	1	0	1	1	0	0	0	0	0	5	0	10	2	4.25	13	.25	3	7	15	1.02	.88	.91000003	2	2	0
265	1	0	1	1	0	0	0	0	0	3	0	20	1	4.25	26	.15000001	2	7	16	1.02	.88	.94	3	3	0
267	1	0	1	1	0	0	0	0	0	0	6.5	20	3	4.25	26	.22	2	7	16	.89999998	.80000001	.80000001	3	2	0
269	2	1	1	1	0	0	0	0	0	0	2	10	3	4.4499998	13	.12	2	11	10	.94999999	.69	1.5	4	3	0
273	2	1	1	1	0	0	0	0	0	0	2	14	4	4.6199999	13	.2	1	11	10	.94999999	.74000001	2.3399999	4	3	0
275	2	1	1	1	0	0	0	0	0	0	4	4	4	4.25	9	.25	2	11	11	.94999999	.79000002	2.3399999	4	3	0
277	2	1	1	1	0	0	0	0	0	0	2	15	3	4.25	9	.25	3	11	10	.94999999	.85000002	2.3399999	3	3	0
278	2	1	1	1	0	0	0	0	0	0	3	4	3	4.25	3	.25	2	11	10	.94999999	.74000001	2.1900001	4	3	0
282	3	1	1	1	0	0	0	0	0	2	2	14	3	4.25	13	.13	2	6	16	1.0599999	.91000003	.79000002	4	3	0
284	3	1	1	1	0	0	0	0	0	1	5	23	4	4.5	13	.25	2	6	16	1.02	.91000003	.91000003	5	4	0
285	3	1	1	1	0	0	0	0	0	1	3	25	3	4.75	4	.25	2	6	16	1.02	.91000003	.80000001	4	2	0
286	3	1	1	1	0	0	0	0	0	4	1	15	3	4.75	13	.25	2	10	11.5	1.12		.94999999	2	1	0
287	3	1	1	1	0	0	0	0	0	2	3	18	3	4.5	13	.17	2	6	16	1.0599999	.91000003	.94999999	5	3	0
288	3	1	1	1	0	0	0	0	0	3	0	20	3	4.75		.25	2	6	16	1.02	.94999999	.94999999	6	4	0
289	3	1	1	1	0	0	0	0	0	2	2	12	2	4.25	13	.2	2	6	16	1.02	.94999999	.94999999	5	3	0
290	4	0	1	1	0	0	0	0	0	1	8	12	3	4.75	26	.1	3	10.5	12.5	.94999999	.88999999	.94999999	2	2	0
291	4	0	1	1	0	0	0	0	0	0	4	20	3	4.5500002	16	.12	1	10.5	11.5	.94999999	.86000001	.94999999	2	2	0
292	4	0	1	1	0	0	0	0	1	2	10	15	3	4.8000002	26	.12	1	7	16	.94999999	.92000002	.94999999	2	1	0
295	1	0	1	0	0	1	0	0	0	3	8	9	3	4.75	26	.12	2	6.5	16.5	1.0599999	.94999999	.94999999	3	3	0
297	1	1	1	0	0	1	0	0	0	1	9	15	3	4.25	13	.050000001	2	7	16	1.0599999	.91000003	.98000002	3	3	0
303	3	1	1	0	0	1	0	0	0	0	10	35	3	4.3499999	26	.27000001	2	6	17	1.12	1	1.02	6	5	0
304	3	0	1	0	0	1	0	0	0	3	10	20	3	4.5	26	.37	2	6	17	1.27	1.27	2.24	5	3	0
305	3	1	1	0	0	1	0	0	0	2	0	20	3	4.3899999			2	6	17	1.27	1.27	1.0599999	5	4	0
307	3	1	1	0	0	1	0	0	0	0	17.5	17.5	4	4.25	15	.5	2	6	18	1.1900001	1.1900001	1.0599999	5	5	0
310	4	0	1	0	0	1	0	0	0	2	0	28	4	4.25	13	.25	2	10.5	11.5	.91000003	.91000003	1.9400001	2	1	0
312	1	0	1	1	0	0	0	0	1	3	4	6	3	4.25	10	.22	1	8	11	1.22	1.0599999	.93000001	3	1	0
313	1	0	1	1	0	0	0	0	1	0	11	9	4	4.5	4	.25	1	7	15	1.0599999	.93000001	.94	3	2	0
314	1	0	1	1	0	0	0	0	1	8	8	12	3	4.6199999	4	.25	1	7	15	1.0599999	.94999999	.91000003	3	2	0
316	1	1	1	1	0	0	0	0	1	0	15	15	3	4.6199999	8	.25	2	7	16	1.0599999	.92000002	.87	3	2	0
317	1	0	1	1	0	0	0	0	1	3	0	8	2	4.25	13	.17	1	8	12	1.22	.93000001	.95999998	3	1	0
318	2	0	1	1	0	0	0	0	1	3	5	7	3	4.75	13	.25	2	11	12	1.23	.98000002	2.6099999	3	3	0
319	2	0	1	1	0	0	0	0	1	2	0	11	3	4.6199999	2.5	.12	2	10.5	12.5	1.0599999	.85000002	3.95			0
322	3	1	1	1	0	0	0	0	1	0	8	13	4	4.75	13	.15000001	2	6	16	1.0599999	1.0599999	1.02	6	2	0
325	3	1	1	1	0	0	0	0	1	0	4	15	4	4.5	10	.25	2	6	15	1.09	1.0599999	.79000002	6	3	0
333	1	0	1	0	1	0	0	0	0	0	2	16.5	4	4.25	13	.2	2	7	15	1.02	.88	.81999999	4		0
336	1	0	1	1	0	0	0	0	0	2	28	12	4	4.5	4	.2	2	7	15	1.02	.91000003	.93000001	3	2	0
337	1	1	1	1	0	0	0	0	0	0	5	29.5	5	4.8699999		.30000001	3	7	17	1.0599999	.93000001	.93000001	4	3	0
339	1	1	1	1	0	0	0	0	0	2	18	6	2	4.25	26	.37	3	7	16	1.0599999	.85000002	.94999999	3	3	0
340	1	0	1	1	0	0	0	0	0	3	6	30	3	4.25	26	.1	2	7.5	14.5	.95999998	.94999999	.85000002	5	4	0
341	2	1	1	1	0	0	0	0	0	0	2	7	2	4.6199999	4	.25	1	11	9.5	.94999999	.74000001	2.3399999	3	3	0
343	2	1	1	1	0	0	0	0	0	0	10	6	2	4.75	26	.25	2	11	10.5	.94999999	.74000001	2.3399999	4	3	0
346	2	1	1	1	0	0	0	0	0	0	2	10.5	2	4.25	19	.2	2	11	10	.94999999			4	3	0
348	3	1	1	0	1	0	0	0	0	0	3	10.5	3	4.25	13	.2	2	10.5	10.5	1.02	1.0599999	.94999999	3	2	0
350	3	1	1	1	0	0	0	0	0	0	8	9	4	4.75	13	.37	2	6	16	1.0599999	.91000003	1.12	5		0
351	3	1	1	1	0	0	0	0	0	1	2	27.5	3	4.25			2	6	16	1.02	.89999998	.94999999	4	3	0
352	3	1	1	0	0	1	0	0	0	0	0	19	4	4.75	8	.25	2	10	11.5	1.12	.91000003	.99000001	2	2	0
353	3	1	1	1	0	0	0	0	0	0	7.5	22.5	3	4.3699999	13	.22	2	6	16	1.0700001	.85000002	.94999999	5	3	0
355	4	0	1	0	1	0	0	0	0	0	2	17	3	4.8699999	26	.15000001	1	10.5	11.5	.94999999	.92000002	.94999999	2	2	0
359	1	1	1	1	0	0	0	0	0	1	0	22	4	4.25	26	.17	2	7	15	1.02	.85000002	.81999999	3	3	0
360	1	0	1	1	0	0	0	0	0	0	3	25	2	4.25	13	.15000001	2	7	15	1.0599999	.83999997	.88999999	3	3	0
361	1	0	1	1	0	0	0	0	0	0	6	13	5	4.25	26	.22	2	7	16	1.02	.91000003	.85000002	3	3	0
362	2	0	1	1	0	0	0	0	0	0	6	13		4.25	13	.66000003	2	10.5	12.5	1.0599999	.81	2.45	5	3	0
363	2	0	1	1	0	0	0	0	0	2	0	25	3	4.25	18	.18000001	2	10.5	12.5	1.0599999	.80000001	2.45	4	3	0
364	2	0	1	1	0	0	0	0	0	3	3.5	20	3	4.25	13	.12	2	11	12	.94999999	.85000002	2.45	4	4	0
366	3	0	1	1	0	0	0	0	0	3	2	17	3	4.5	13	.25	2	10.5	11.5	1.02	.91000003	.63	5	4	0
368	4	0	1	1	0	0	0	0	0	1	0	20	3	4.25	13	.15000001	3	10.5	12.5	.88999999	.86000001	.94999999	2	1	0
369	1	1	1	0	0	1	0	0	0	1	0	15	4	4.3499999	18	.12	2	7	15	1.17	1.0599999	1.17	3	2	0
370	1	0	1	0	0	1	0	0	0	0	20	11.5	3.3	4.8499999	18	.25	3	7	16	1.0599999	.94999999	.94999999	3	2	0
376	1	0	1	0	0	1	0	0	0	3	4	10	4	4.5	13	.1	2	8	14	.94999999	.94999999	.95999998	8	4	0
377	1	0	1	0	0	1	0	0	0	3	12	6	3	4.25	26	.15000001	2	8	14	1.0599999	.94999999	.94999999	3	2	0
379	1	0	1	0	0	1	0	0	0	0	20	12	4	4.6199999	26	.17	3	7	16	1.0599999	1.0599999	.94999999	3	2	0
380	1	0	1	0	0	1	0	0	0	0	10	15	3	4.5	52	.2	3	7	16	1.0599999	.94999999	.94999999	3	2	0
383	1	0	1	0	0	1	0	0	0	3	6	4	2	4.5	26	.25	1	7	16	1.15	.94999999	.94999999	2	2	0
384	1	0	1	0	0	1	0	0	0	3			3	4.6500001	26	.25	2	7	16	1.0599999	.94999999	.94999999	3	2	0
385	1	0	1	0	0	1	0	0	0	2	16	14	3	4.25		.15000001	1	7	17				3	2	0
386	1	0	1	0	0	1	0	0	0	0	0	19	3	4.25	39	.25	1	7	17	1.0599999	.94999999	.94999999	3	2	0
391	2	0	1	0	0	1	0	0	0	3	15	5	2	4.25	6	.12	2	11	10	1.0599999	1.0599999	2.6600001	3	3	0
393	2	1	1	0	0	1	0	0	0	4	4	10	3	4.6199999	2	.25	2	11	11	1.17	1.27	2.77	3	2	0
396	3	1	1	0	0	1	0	0	0	1	24	16	4	4.8699999	9	.37	2	6	17	1.27	1.0700001	2.1300001	5	3	0
397	3	1	1	0	0	1	0	0	0	2	4	28	3	4.25	52	.62	2	6	17	1.12	1.02	1.0599999	4	3	0
398	3	1	1	0	0	1	0	0	0	1	14	13	4	4.75	13	.15000001	2	6	17	1.12	1.0599999	1.0599999	5	4	0
399	3	1	1	0	0	1	0	0	0	0	13	8	3	4.8699999	18	.30000001	2	6	17	1.27	1.04	1.12	7	3	0
400	3	1	1	0	0	1	0	0	0	0	16	15	3	4.5	39	.5	3	6	17	1.2	1.0599999	1.0599999	5	5	0
401	3	0	1	0	0	1	0	0	0	0	8	6	4	4.25	13	.17	2	7	16	1.12	1.02	1.02	6	4	0
402	3	1	1	0	0	1	0	0	0	2	11	10	3	4.75	26	.25	2	6	16	1.12	1.02	1.0599999	4	2	0
405	3	1	1	0	0	1	0	0	0	3	6	17	3	4.3200002	26	.12	2	6	17	1.12	1.02	1.0599999	7	4	0
410	1	0	1	0	0	1	0	0	0	0	0	35	3	4.25	26	.1	3	7	16	1.04	1.12	1.02	4	3	0
411	1	0	1	0	0	1	0	0	0	1	0	36	3	4.5	26	.1	2	7	16	1.16	1.02	1.09	5	4	0
412	2	0	1	0	1	0	0	0	0	0	0	17	2	4.5		.37	1	11	11	1.0599999	1.02	2.3399999	5	2	0
413	1	0	1	0	0	1	0	0	0	0	0	36	5	4.25	9	.5	1	6	17	1.12	1.02	1.0599999	4	3	0
414	1	0	1	0	0	1	0	0	0	0	0	36	5	4.25	26		1	7	16	1.0599999	.94999999	1.11	4	2	0
415	1	0	1	0	0	1	0	0	0	0	8	32	5	4.25	9		2	7	16	1.0599999	.91000003	.98000002	5	3	0
417	1	1	1	0	0	1	0	0	0	0	4	28	3	4.25	13	.2	2	7	16	1.05	.94	1.0700001	4	4	0
418	1	0	1	0	0	1	0	0	0	2	30	15	4	4.25	26	.1	2	8	15	1.02	1.01	.51999998	4	3	0
419	2	1	1	0	0	1	0	0	0	4	3	10	4	4.25		.5	2	11	11	1.0599999	.85000002	2.3399999	4	4	0
421	2	1	1	0	0	1	0	0	0	3	20	10	8	4.6199999	4	.37	2	10.5	13	1.0599999	.85000002	2.3399999	4	2	0
422	2	0	1	0	0	1	0	0	0	2	0	7	3	4.75		.25	2	10	11	1.0599999	.85000002	2.3399999	4	2	0
423	2	1	1	0	0	1	0	0	0	3	2	10	2	4.9499998	13	.5	1	11	12	1.0599999	.85000002	2.3399999	3	2	0
424	2	1	1	0	0	1	0	0	0	0	3.5	6.5	3	4.75	13	.25	1	11	11	1.0599999	.85000002	2.3399999	5	3	0
426	3	1	1	0	0	1	0	0	0	0	3	33	5	4.25	26	.15000001	2	5	19	1.1799999	1.02	1.0599999	5	3	0
427	4	0	1	0	0	1	0	0	0	3	7	8	3	4.75	13	.1	2	10.5	12.5	1.0599999	.98000002	2.03	2	2	0
428	4	0	1	0	0	1	0	0	0	2	0	33	3	4.6199999	13	.12	2	10.5	12.5	1.0599999	.98000002	1.0599999	2	2	0
46	1	0	0	0	0	0	1	0	0	1	3.5	35	3	4.3000002	26	.079999998	2	6.5	16.5	1.03		.94	4	4	1
49	2	0	0	0	0	0	1	0	0		0	15	4	4.4499998	13	.050000001	2	10	13	1.01	.88999999	2.3499999	4	4	1
506	2	1	0	0	0	0	1	0	0		3	7	4	5	19	.25	1	11	11	.94999999	.74000001	2.3299999	4	3	1
56	4	1	0	0	0	0	1	0	0		0	36	2	5.25	26	.15000001	2	10	12	.92000002	.79000002	.87	2	2	1
61	4	1	0	0	0	0	1	0	0		28	3	6	4.75	13	.15000001	2	10	12	1.01	.83999997	.94999999	2	2	1
62	4	1	0	0	0	0	1	0	0						26		2	10	12		.83999997	1.79	3	3	1
445	1	0	0	0	0	0	0	1	0		15	18	5	4.75	26	.15000001	2	6	18	1.04	.86000001	.94	3	3	1
451	1	0	0	0	0	0	0	1	0	2	26	9	6	5	26	.2	2	0	24	1.11	.83999997	.94	6	3	1
455	2	1	0	0	0	0	0	1	0		3	12	2	5	13	.25	2	11	11	.94	.83999997	2.3199999	4	3	1
458	2	1	0	0	0	0	1	0	0	1	2	9	2	5	13	.25	1	11	10.5	.89999998	.73000002	2.3199999	4	3	1
462	3	1	0	0	0	0	0	1	0	1	1	25	4	4.75	13	.2	2	9	12	1.01	1.01	.88999999	6	3	1
468	1	0	0	0	0	0	0	1	0		9	32	4	5	26	.13	2	6	18	.97000003	.83999997	.86000001	4	3	1
469	1	0	0	0	0	0	0	1	0	1	7	39	4	4.5	41	.23	2	6	18	.92000002	.81	.87	3	3	1
470	1	0	0	0	0	0	0	1	0	2	18	10	3	4.75	13	.15000001	2	6	18	1.03	.83999997	.94	3	2	1
474	1	0	0	0	0	0	0	1	0	1	5	20	3	4.5		0	2	8.5	13	1.09	.94	.94	3	2	1
481	2	1	0	0	0	0	0	1	0	2	15	4	3	5	26	.25	2	11	11	.74000001	.73000002	2.53	3	3	1
483	2	1	0	0	0	0	0	1	0		4	13	3	4.75	13	.18000001	1	11	11	.94999999	.74000001	2.3299999	4	3	1
487	3	1	0	0	0	0	0	1	0		6	20	3	4.75	26	.1	2	10.5	11	1.05	1.01	.94	6	1	1
488	3	0	0	0	0	0	0	1	0		5	15	3	4.75	26	.13	2	7	15	1.01	1.01	.94	5	3	1
489	3	0	0	0	0	0	0	1	0	2	2	19	3	4.25	26	.13	2	10	11.5	1.01	1.01	1.05	6	3	1
490	3	1	0	0	0	0	0	1	0	1	2	18	3	5	26	.28	2	6	16	1.01	1.01	1.05	5	3	1
493	3	1	0	0	0	0	1	0	0		0	30	4	4.9000001	13	.25	2	6	16	1.02	1.01	.83999997	3	3	1
